#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.676832E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.447718E+00
   0.690486E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.456749E+00
   0.704415E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.465963E+00
   0.718625E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.475363E+00
   0.733122E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.484952E+00
   0.747911E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.494735E+00
   0.762998E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.504716E+00
   0.778390E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.514897E+00
   0.794092E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.525284E+00
   0.810111E-05   0.114426E+06   0.114426E+06   0.152568E+06   0.152568E+06   0.142528E+06   0.114692E+06   0.114426E+06   0.122434E+06  -0.606895E+00   0.114074E+06   0.114074E+06   0.535880E+00
