#    L    TT             EE             TE          
  1500   0.731429E+03   0.940459E+01  -0.263304E+02
  1501   0.730280E+03   0.935547E+01  -0.256702E+02
  1502   0.729084E+03   0.930963E+01  -0.250100E+02
  1503   0.727841E+03   0.926710E+01  -0.243502E+02
  1504   0.726551E+03   0.922777E+01  -0.236911E+02
  1505   0.725216E+03   0.919175E+01  -0.230328E+02
  1506   0.723834E+03   0.915887E+01  -0.223759E+02
  1507   0.722407E+03   0.912923E+01  -0.217205E+02
  1508   0.720936E+03   0.910280E+01  -0.210669E+02
  1509   0.719420E+03   0.907948E+01  -0.204155E+02
  1510   0.717861E+03   0.905930E+01  -0.197665E+02
  1511   0.716258E+03   0.904222E+01  -0.191202E+02
  1512   0.714614E+03   0.902828E+01  -0.184767E+02
  1513   0.712928E+03   0.901738E+01  -0.178364E+02
  1514   0.711202E+03   0.900949E+01  -0.171994E+02
  1515   0.709437E+03   0.900470E+01  -0.165661E+02
  1516   0.707632E+03   0.900292E+01  -0.159367E+02
  1517   0.705789E+03   0.900411E+01  -0.153114E+02
  1518   0.703909E+03   0.900824E+01  -0.146904E+02
  1519   0.701990E+03   0.901534E+01  -0.140740E+02
  1520   0.700035E+03   0.902530E+01  -0.134624E+02
  1521   0.698044E+03   0.903817E+01  -0.128558E+02
  1522   0.696016E+03   0.905399E+01  -0.122545E+02
  1523   0.693953E+03   0.907256E+01  -0.116586E+02
  1524   0.691855E+03   0.909393E+01  -0.110685E+02
  1525   0.689723E+03   0.911807E+01  -0.104842E+02
  1526   0.687558E+03   0.914501E+01  -0.990605E+01
  1527   0.685360E+03   0.917471E+01  -0.933406E+01
  1528   0.683129E+03   0.920708E+01  -0.876856E+01
  1529   0.680866E+03   0.924215E+01  -0.820959E+01
  1530   0.678572E+03   0.927988E+01  -0.765749E+01
  1531   0.676247E+03   0.932024E+01  -0.711241E+01
  1532   0.673890E+03   0.936326E+01  -0.657446E+01
  1533   0.671505E+03   0.940877E+01  -0.604385E+01
  1534   0.669090E+03   0.945688E+01  -0.552069E+01
  1535   0.666645E+03   0.950755E+01  -0.500520E+01
  1536   0.664172E+03   0.956068E+01  -0.449757E+01
  1537   0.661670E+03   0.961622E+01  -0.399794E+01
  1538   0.659141E+03   0.967430E+01  -0.350641E+01
  1539   0.656585E+03   0.973472E+01  -0.302314E+01
  1540   0.654002E+03   0.979761E+01  -0.254815E+01
  1541   0.651392E+03   0.986285E+01  -0.208174E+01
  1542   0.648758E+03   0.993048E+01  -0.162387E+01
  1543   0.646097E+03   0.100004E+02  -0.117475E+01
  1544   0.643413E+03   0.100727E+02  -0.734433E+00
  1545   0.640703E+03   0.101472E+02  -0.303043E+00
  1546   0.637970E+03   0.102240E+02   0.119294E+00
  1547   0.635214E+03   0.103031E+02   0.532450E+00
  1548   0.632434E+03   0.103844E+02   0.936373E+00
  1549   0.629632E+03   0.104679E+02   0.133094E+01
  1550   0.626806E+03   0.105535E+02   0.171602E+01
  1551   0.623959E+03   0.106413E+02   0.209156E+01
  1552   0.621090E+03   0.107312E+02   0.245745E+01
  1553   0.618202E+03   0.108231E+02   0.281370E+01
  1554   0.615294E+03   0.109170E+02   0.316014E+01
  1555   0.612368E+03   0.110126E+02   0.349679E+01
  1556   0.609426E+03   0.111101E+02   0.382353E+01
  1557   0.606468E+03   0.112093E+02   0.414039E+01
  1558   0.603496E+03   0.113101E+02   0.444725E+01
  1559   0.600510E+03   0.114125E+02   0.474415E+01
  1560   0.597512E+03   0.115164E+02   0.503088E+01
  1561   0.594502E+03   0.116218E+02   0.530762E+01
  1562   0.591483E+03   0.117285E+02   0.557420E+01
  1563   0.588453E+03   0.118366E+02   0.583062E+01
  1564   0.585416E+03   0.119459E+02   0.607685E+01
  1565   0.582370E+03   0.120564E+02   0.631292E+01
  1566   0.579320E+03   0.121680E+02   0.653871E+01
  1567   0.576262E+03   0.122806E+02   0.675425E+01
  1568   0.573201E+03   0.123943E+02   0.695942E+01
  1569   0.570136E+03   0.125088E+02   0.715432E+01
  1570   0.567068E+03   0.126242E+02   0.733891E+01
  1571   0.563999E+03   0.127403E+02   0.751310E+01
  1572   0.560927E+03   0.128572E+02   0.767690E+01
  1573   0.557856E+03   0.129747E+02   0.783031E+01
  1574   0.554786E+03   0.130928E+02   0.797336E+01
  1575   0.551717E+03   0.132116E+02   0.810605E+01
  1576   0.548650E+03   0.133308E+02   0.822841E+01
  1577   0.545587E+03   0.134504E+02   0.834042E+01
  1578   0.542528E+03   0.135706E+02   0.844213E+01
  1579   0.539474E+03   0.136910E+02   0.853353E+01
  1580   0.536426E+03   0.138118E+02   0.861463E+01
  1581   0.533384E+03   0.139328E+02   0.868542E+01
  1582   0.530349E+03   0.140541E+02   0.874591E+01
  1583   0.527323E+03   0.141755E+02   0.879609E+01
  1584   0.524304E+03   0.142970E+02   0.883597E+01
  1585   0.521294E+03   0.144186E+02   0.886554E+01
  1586   0.518294E+03   0.145401E+02   0.888480E+01
  1587   0.515304E+03   0.146617E+02   0.889376E+01
  1588   0.512325E+03   0.147830E+02   0.889245E+01
  1589   0.509357E+03   0.149043E+02   0.888087E+01
  1590   0.506401E+03   0.150254E+02   0.885904E+01
  1591   0.503458E+03   0.151463E+02   0.882697E+01
  1592   0.500528E+03   0.152670E+02   0.878468E+01
  1593   0.497612E+03   0.153873E+02   0.873218E+01
  1594   0.494710E+03   0.155073E+02   0.866950E+01
  1595   0.491822E+03   0.156269E+02   0.859664E+01
  1596   0.488949E+03   0.157461E+02   0.851364E+01
  1597   0.486093E+03   0.158649E+02   0.842050E+01
  1598   0.483252E+03   0.159832E+02   0.831726E+01
  1599   0.480428E+03   0.161010E+02   0.820392E+01
  1600   0.477621E+03   0.162182E+02   0.808051E+01
  1601   0.474831E+03   0.163349E+02   0.794707E+01
  1602   0.472059E+03   0.164510E+02   0.780373E+01
  1603   0.469306E+03   0.165663E+02   0.765070E+01
  1604   0.466572E+03   0.166809E+02   0.748813E+01
  1605   0.463858E+03   0.167946E+02   0.731619E+01
  1606   0.461164E+03   0.169074E+02   0.713509E+01
  1607   0.458492E+03   0.170193E+02   0.694506E+01
  1608   0.455842E+03   0.171301E+02   0.674614E+01
  1609   0.453213E+03   0.172398E+02   0.653869E+01
  1610   0.450608E+03   0.173485E+02   0.632275E+01
  1611   0.448027E+03   0.174561E+02   0.609868E+01
  1612   0.445470E+03   0.175624E+02   0.586653E+01
  1613   0.442937E+03   0.176675E+02   0.562656E+01
  1614   0.440429E+03   0.177714E+02   0.537899E+01
  1615   0.437948E+03   0.178740E+02   0.512393E+01
  1616   0.435493E+03   0.179752E+02   0.486151E+01
  1617   0.433064E+03   0.180750E+02   0.459201E+01
  1618   0.430663E+03   0.181733E+02   0.431554E+01
  1619   0.428290E+03   0.182701E+02   0.403224E+01
  1620   0.425944E+03   0.183654E+02   0.374239E+01
  1621   0.423627E+03   0.184590E+02   0.344594E+01
  1622   0.421339E+03   0.185510E+02   0.314327E+01
  1623   0.419080E+03   0.186414E+02   0.283441E+01
  1624   0.416850E+03   0.187299E+02   0.251964E+01
  1625   0.414651E+03   0.188168E+02   0.219901E+01
  1626   0.412483E+03   0.189020E+02   0.187272E+01
  1627   0.410345E+03   0.189852E+02   0.154098E+01
  1628   0.408238E+03   0.190666E+02   0.120397E+01
  1629   0.406163E+03   0.191462E+02   0.861687E+00
  1630   0.404120E+03   0.192238E+02   0.514466E+00
  1631   0.402108E+03   0.192995E+02   0.162288E+00
  1632   0.400129E+03   0.193731E+02  -0.194573E+00
  1633   0.398183E+03   0.194448E+02  -0.556066E+00
  1634   0.396270E+03   0.195144E+02  -0.921990E+00
  1635   0.394390E+03   0.195818E+02  -0.129230E+01
  1636   0.392542E+03   0.196471E+02  -0.166671E+01
  1637   0.390730E+03   0.197104E+02  -0.204525E+01
  1638   0.388951E+03   0.197714E+02  -0.242765E+01
  1639   0.387206E+03   0.198302E+02  -0.281385E+01
  1640   0.385495E+03   0.198868E+02  -0.320380E+01
  1641   0.383819E+03   0.199413E+02  -0.359724E+01
  1642   0.382178E+03   0.199935E+02  -0.399410E+01
  1643   0.380572E+03   0.200434E+02  -0.439434E+01
  1644   0.379002E+03   0.200912E+02  -0.479775E+01
  1645   0.377467E+03   0.201366E+02  -0.520422E+01
  1646   0.375967E+03   0.201796E+02  -0.561376E+01
  1647   0.374503E+03   0.202203E+02  -0.602618E+01
  1648   0.373075E+03   0.202587E+02  -0.644135E+01
  1649   0.371684E+03   0.202946E+02  -0.685921E+01
  1650   0.370327E+03   0.203281E+02  -0.727965E+01
  1651   0.369008E+03   0.203592E+02  -0.770258E+01
  1652   0.367725E+03   0.203879E+02  -0.812782E+01
  1653   0.366476E+03   0.204141E+02  -0.855508E+01
  1654   0.365265E+03   0.204379E+02  -0.898406E+01
  1655   0.364088E+03   0.204593E+02  -0.941464E+01
  1656   0.362946E+03   0.204783E+02  -0.984659E+01
  1657   0.361840E+03   0.204949E+02  -0.102795E+02
  1658   0.360768E+03   0.205090E+02  -0.107134E+02
  1659   0.359731E+03   0.205207E+02  -0.111479E+02
  1660   0.358728E+03   0.205301E+02  -0.115828E+02
  1661   0.357759E+03   0.205370E+02  -0.120180E+02
  1662   0.356823E+03   0.205416E+02  -0.124530E+02
  1663   0.355921E+03   0.205438E+02  -0.128880E+02
  1664   0.355052E+03   0.205436E+02  -0.133226E+02
  1665   0.354216E+03   0.205411E+02  -0.137564E+02
  1666   0.353412E+03   0.205361E+02  -0.141895E+02
  1667   0.352641E+03   0.205289E+02  -0.146216E+02
  1668   0.351903E+03   0.205192E+02  -0.150524E+02
  1669   0.351195E+03   0.205071E+02  -0.154818E+02
  1670   0.350519E+03   0.204928E+02  -0.159096E+02
  1671   0.349874E+03   0.204760E+02  -0.163356E+02
  1672   0.349260E+03   0.204569E+02  -0.167596E+02
  1673   0.348677E+03   0.204356E+02  -0.171815E+02
  1674   0.348124E+03   0.204119E+02  -0.176012E+02
  1675   0.347601E+03   0.203859E+02  -0.180184E+02
  1676   0.347108E+03   0.203577E+02  -0.184330E+02
  1677   0.346645E+03   0.203274E+02  -0.188450E+02
  1678   0.346212E+03   0.202947E+02  -0.192540E+02
  1679   0.345808E+03   0.202599E+02  -0.196599E+02
  1680   0.345432E+03   0.202228E+02  -0.200627E+02
  1681   0.345085E+03   0.201835E+02  -0.204621E+02
  1682   0.344766E+03   0.201421E+02  -0.208580E+02
  1683   0.344475E+03   0.200984E+02  -0.212502E+02
  1684   0.344212E+03   0.200525E+02  -0.216386E+02
  1685   0.343977E+03   0.200045E+02  -0.220231E+02
  1686   0.343768E+03   0.199543E+02  -0.224035E+02
  1687   0.343587E+03   0.199019E+02  -0.227798E+02
  1688   0.343432E+03   0.198474E+02  -0.231518E+02
  1689   0.343305E+03   0.197907E+02  -0.235193E+02
  1690   0.343203E+03   0.197319E+02  -0.238824E+02
  1691   0.343127E+03   0.196710E+02  -0.242408E+02
  1692   0.343077E+03   0.196080E+02  -0.245944E+02
  1693   0.343052E+03   0.195429E+02  -0.249432E+02
  1694   0.343054E+03   0.194757E+02  -0.252869E+02
  1695   0.343079E+03   0.194064E+02  -0.256256E+02
  1696   0.343130E+03   0.193350E+02  -0.259591E+02
  1697   0.343206E+03   0.192616E+02  -0.262873E+02
  1698   0.343305E+03   0.191860E+02  -0.266101E+02
  1699   0.343428E+03   0.191084E+02  -0.269274E+02
  1700   0.343576E+03   0.190287E+02  -0.272391E+02
  1701   0.343748E+03   0.189470E+02  -0.275452E+02
  1702   0.343942E+03   0.188633E+02  -0.278456E+02
  1703   0.344159E+03   0.187777E+02  -0.281402E+02
  1704   0.344398E+03   0.186902E+02  -0.284290E+02
  1705   0.344658E+03   0.186010E+02  -0.287118E+02
  1706   0.344938E+03   0.185099E+02  -0.289887E+02
  1707   0.345237E+03   0.184171E+02  -0.292594E+02
  1708   0.345555E+03   0.183227E+02  -0.295239E+02
  1709   0.345892E+03   0.182266E+02  -0.297822E+02
  1710   0.346246E+03   0.181290E+02  -0.300341E+02
  1711   0.346616E+03   0.180299E+02  -0.302797E+02
  1712   0.347002E+03   0.179292E+02  -0.305188E+02
  1713   0.347404E+03   0.178271E+02  -0.307513E+02
  1714   0.347820E+03   0.177236E+02  -0.309772E+02
  1715   0.348250E+03   0.176188E+02  -0.311964E+02
  1716   0.348693E+03   0.175128E+02  -0.314090E+02
  1717   0.349149E+03   0.174055E+02  -0.316147E+02
  1718   0.349617E+03   0.172969E+02  -0.318137E+02
  1719   0.350096E+03   0.171872E+02  -0.320057E+02
  1720   0.350586E+03   0.170764E+02  -0.321909E+02
  1721   0.351087E+03   0.169645E+02  -0.323691E+02
  1722   0.351597E+03   0.168516E+02  -0.325403E+02
  1723   0.352115E+03   0.167378E+02  -0.327045E+02
  1724   0.352643E+03   0.166230E+02  -0.328615E+02
  1725   0.353178E+03   0.165074E+02  -0.330116E+02
  1726   0.353721E+03   0.163908E+02  -0.331544E+02
  1727   0.354270E+03   0.162735E+02  -0.332900E+02
  1728   0.354826E+03   0.161553E+02  -0.334184E+02
  1729   0.355387E+03   0.160365E+02  -0.335396E+02
  1730   0.355953E+03   0.159169E+02  -0.336534E+02
  1731   0.356524E+03   0.157967E+02  -0.337598E+02
  1732   0.357098E+03   0.156758E+02  -0.338589E+02
  1733   0.357676E+03   0.155543E+02  -0.339506E+02
  1734   0.358257E+03   0.154323E+02  -0.340347E+02
  1735   0.358840E+03   0.153097E+02  -0.341114E+02
  1736   0.359426E+03   0.151867E+02  -0.341807E+02
  1737   0.360013E+03   0.150632E+02  -0.342424E+02
  1738   0.360602E+03   0.149392E+02  -0.342968E+02
  1739   0.361191E+03   0.148149E+02  -0.343436E+02
  1740   0.361782E+03   0.146903E+02  -0.343829E+02
  1741   0.362373E+03   0.145653E+02  -0.344147E+02
  1742   0.362963E+03   0.144400E+02  -0.344390E+02
  1743   0.363553E+03   0.143144E+02  -0.344556E+02
  1744   0.364141E+03   0.141886E+02  -0.344647E+02
  1745   0.364729E+03   0.140626E+02  -0.344661E+02
  1746   0.365314E+03   0.139363E+02  -0.344599E+02
  1747   0.365897E+03   0.138099E+02  -0.344460E+02
  1748   0.366478E+03   0.136834E+02  -0.344244E+02
  1749   0.367054E+03   0.135567E+02  -0.343951E+02
  1750   0.367629E+03   0.134298E+02  -0.343581E+02
  1751   0.368199E+03   0.133029E+02  -0.343134E+02
  1752   0.368766E+03   0.131760E+02  -0.342612E+02
  1753   0.369328E+03   0.130491E+02  -0.342014E+02
  1754   0.369885E+03   0.129223E+02  -0.341342E+02
  1755   0.370436E+03   0.127956E+02  -0.340597E+02
  1756   0.370981E+03   0.126691E+02  -0.339780E+02
  1757   0.371518E+03   0.125428E+02  -0.338893E+02
  1758   0.372049E+03   0.124167E+02  -0.337936E+02
  1759   0.372570E+03   0.122910E+02  -0.336910E+02
  1760   0.373084E+03   0.121656E+02  -0.335816E+02
  1761   0.373589E+03   0.120407E+02  -0.334656E+02
  1762   0.374084E+03   0.119162E+02  -0.333429E+02
  1763   0.374570E+03   0.117922E+02  -0.332139E+02
  1764   0.375044E+03   0.116687E+02  -0.330785E+02
  1765   0.375509E+03   0.115458E+02  -0.329368E+02
  1766   0.375963E+03   0.114236E+02  -0.327890E+02
  1767   0.376405E+03   0.113020E+02  -0.326353E+02
  1768   0.376835E+03   0.111811E+02  -0.324756E+02
  1769   0.377254E+03   0.110610E+02  -0.323101E+02
  1770   0.377660E+03   0.109416E+02  -0.321389E+02
  1771   0.378053E+03   0.108231E+02  -0.319622E+02
  1772   0.378432E+03   0.107055E+02  -0.317799E+02
  1773   0.378799E+03   0.105887E+02  -0.315921E+02
  1774   0.379150E+03   0.104729E+02  -0.313991E+02
  1775   0.379488E+03   0.103581E+02  -0.312008E+02
  1776   0.379811E+03   0.102442E+02  -0.309975E+02
  1777   0.380118E+03   0.101314E+02  -0.307890E+02
  1778   0.380411E+03   0.100196E+02  -0.305756E+02
  1779   0.380687E+03   0.990898E+01  -0.303573E+02
  1780   0.380947E+03   0.979946E+01  -0.301343E+02
  1781   0.381191E+03   0.969108E+01  -0.299065E+02
  1782   0.381418E+03   0.958390E+01  -0.296742E+02
  1783   0.381628E+03   0.947794E+01  -0.294373E+02
  1784   0.381821E+03   0.937321E+01  -0.291960E+02
  1785   0.381996E+03   0.926976E+01  -0.289504E+02
  1786   0.382154E+03   0.916761E+01  -0.287005E+02
  1787   0.382294E+03   0.906677E+01  -0.284464E+02
  1788   0.382415E+03   0.896728E+01  -0.281881E+02
  1789   0.382518E+03   0.886916E+01  -0.279259E+02
  1790   0.382603E+03   0.877244E+01  -0.276596E+02
  1791   0.382668E+03   0.867714E+01  -0.273895E+02
  1792   0.382713E+03   0.858327E+01  -0.271155E+02
  1793   0.382740E+03   0.849086E+01  -0.268377E+02
  1794   0.382746E+03   0.839993E+01  -0.265563E+02
  1795   0.382732E+03   0.831050E+01  -0.262712E+02
  1796   0.382697E+03   0.822259E+01  -0.259825E+02
  1797   0.382642E+03   0.813622E+01  -0.256903E+02
  1798   0.382566E+03   0.805140E+01  -0.253947E+02
  1799   0.382469E+03   0.796815E+01  -0.250956E+02
  1800   0.382351E+03   0.788650E+01  -0.247932E+02
  1801   0.382212E+03   0.780645E+01  -0.244876E+02
  1802   0.382053E+03   0.772802E+01  -0.241788E+02
  1803   0.381872E+03   0.765122E+01  -0.238671E+02
  1804   0.381670E+03   0.757607E+01  -0.235527E+02
  1805   0.381448E+03   0.750255E+01  -0.232357E+02
  1806   0.381205E+03   0.743070E+01  -0.229163E+02
  1807   0.380941E+03   0.736051E+01  -0.225947E+02
  1808   0.380657E+03   0.729199E+01  -0.222710E+02
  1809   0.380351E+03   0.722515E+01  -0.219454E+02
  1810   0.380025E+03   0.716000E+01  -0.216180E+02
  1811   0.379678E+03   0.709655E+01  -0.212891E+02
  1812   0.379311E+03   0.703478E+01  -0.209588E+02
  1813   0.378923E+03   0.697473E+01  -0.206272E+02
  1814   0.378514E+03   0.691638E+01  -0.202945E+02
  1815   0.378086E+03   0.685975E+01  -0.199608E+02
  1816   0.377637E+03   0.680484E+01  -0.196263E+02
  1817   0.377169E+03   0.675165E+01  -0.192912E+02
  1818   0.376680E+03   0.670020E+01  -0.189555E+02
  1819   0.376172E+03   0.665048E+01  -0.186195E+02
  1820   0.375644E+03   0.660248E+01  -0.182832E+02
  1821   0.375096E+03   0.655620E+01  -0.179468E+02
  1822   0.374530E+03   0.651170E+01  -0.176104E+02
  1823   0.373942E+03   0.646895E+01  -0.172742E+02
  1824   0.373335E+03   0.642789E+01  -0.169384E+02
  1825   0.372710E+03   0.638856E+01  -0.166029E+02
  1826   0.372065E+03   0.635107E+01  -0.162680E+02
  1827   0.371400E+03   0.631524E+01  -0.159338E+02
  1828   0.370717E+03   0.628117E+01  -0.156003E+02
  1829   0.370015E+03   0.624890E+01  -0.152678E+02
  1830   0.369293E+03   0.621838E+01  -0.149362E+02
  1831   0.368555E+03   0.618958E+01  -0.146058E+02
  1832   0.367797E+03   0.616254E+01  -0.142766E+02
  1833   0.367021E+03   0.613722E+01  -0.139487E+02
  1834   0.366227E+03   0.611372E+01  -0.136223E+02
  1835   0.365414E+03   0.609193E+01  -0.132975E+02
  1836   0.364584E+03   0.607188E+01  -0.129742E+02
  1837   0.363735E+03   0.605362E+01  -0.126528E+02
  1838   0.362869E+03   0.603710E+01  -0.123331E+02
  1839   0.361984E+03   0.602236E+01  -0.120154E+02
  1840   0.361081E+03   0.600935E+01  -0.116998E+02
  1841   0.360161E+03   0.599812E+01  -0.113862E+02
  1842   0.359222E+03   0.598855E+01  -0.110749E+02
  1843   0.358267E+03   0.598082E+01  -0.107658E+02
  1844   0.357293E+03   0.597483E+01  -0.104591E+02
  1845   0.356302E+03   0.597052E+01  -0.101548E+02
  1846   0.355294E+03   0.596801E+01  -0.985311E+01
  1847   0.354269E+03   0.596727E+01  -0.955398E+01
  1848   0.353225E+03   0.596825E+01  -0.925752E+01
  1849   0.352165E+03   0.597098E+01  -0.896380E+01
  1850   0.351087E+03   0.597543E+01  -0.867290E+01
  1851   0.349992E+03   0.598163E+01  -0.838491E+01
  1852   0.348880E+03   0.598951E+01  -0.809992E+01
  1853   0.347752E+03   0.599915E+01  -0.781801E+01
  1854   0.346608E+03   0.601032E+01  -0.753927E+01
  1855   0.345448E+03   0.602318E+01  -0.726377E+01
  1856   0.344275E+03   0.603757E+01  -0.699161E+01
  1857   0.343086E+03   0.605358E+01  -0.672286E+01
  1858   0.341884E+03   0.607106E+01  -0.645760E+01
  1859   0.340668E+03   0.609001E+01  -0.619592E+01
  1860   0.339440E+03   0.611043E+01  -0.593789E+01
  1861   0.338198E+03   0.613232E+01  -0.568358E+01
  1862   0.336945E+03   0.615554E+01  -0.543306E+01
  1863   0.335680E+03   0.618016E+01  -0.518641E+01
  1864   0.334405E+03   0.620618E+01  -0.494370E+01
  1865   0.333118E+03   0.623339E+01  -0.470501E+01
  1866   0.331820E+03   0.626193E+01  -0.447040E+01
  1867   0.330514E+03   0.629173E+01  -0.423994E+01
  1868   0.329197E+03   0.632272E+01  -0.401368E+01
  1869   0.327872E+03   0.635489E+01  -0.379168E+01
  1870   0.326537E+03   0.638826E+01  -0.357400E+01
  1871   0.325195E+03   0.642275E+01  -0.336070E+01
  1872   0.323845E+03   0.645836E+01  -0.315183E+01
  1873   0.322487E+03   0.649508E+01  -0.294746E+01
  1874   0.321121E+03   0.653279E+01  -0.274763E+01
  1875   0.319749E+03   0.657154E+01  -0.255238E+01
  1876   0.318371E+03   0.661128E+01  -0.236178E+01
  1877   0.316987E+03   0.665206E+01  -0.217586E+01
  1878   0.315597E+03   0.669376E+01  -0.199467E+01
  1879   0.314202E+03   0.673636E+01  -0.181826E+01
  1880   0.312801E+03   0.677995E+01  -0.164667E+01
  1881   0.311396E+03   0.682431E+01  -0.147996E+01
  1882   0.309987E+03   0.686957E+01  -0.131817E+01
  1883   0.308574E+03   0.691568E+01  -0.116132E+01
  1884   0.307156E+03   0.696264E+01  -0.100948E+01
  1885   0.305735E+03   0.701029E+01  -0.862694E+00
  1886   0.304312E+03   0.705871E+01  -0.720984E+00
  1887   0.302885E+03   0.710791E+01  -0.584414E+00
  1888   0.301456E+03   0.715781E+01  -0.453000E+00
  1889   0.300024E+03   0.720841E+01  -0.326775E+00
  1890   0.298589E+03   0.725972E+01  -0.205770E+00
  1891   0.297154E+03   0.731166E+01  -0.900170E-01
  1892   0.295717E+03   0.736423E+01   0.204664E-01
  1893   0.294278E+03   0.741744E+01   0.125641E+00
  1894   0.292839E+03   0.747129E+01   0.225474E+00
  1895   0.291398E+03   0.752577E+01   0.319950E+00
  1896   0.289958E+03   0.758083E+01   0.409028E+00
  1897   0.288516E+03   0.763645E+01   0.492669E+00
  1898   0.287075E+03   0.769257E+01   0.570842E+00
  1899   0.285634E+03   0.774926E+01   0.643513E+00
  1900   0.284193E+03   0.780645E+01   0.710659E+00
  1901   0.282752E+03   0.786413E+01   0.772254E+00
  1902   0.281313E+03   0.792222E+01   0.828339E+00
  1903   0.279874E+03   0.798082E+01   0.878991E+00
  1904   0.278437E+03   0.803969E+01   0.924163E+00
  1905   0.277003E+03   0.809896E+01   0.964064E+00
  1906   0.275571E+03   0.815850E+01   0.998647E+00
  1907   0.274142E+03   0.821831E+01   0.102794E+01
  1908   0.272715E+03   0.827835E+01   0.105211E+01
  1909   0.271294E+03   0.833859E+01   0.107111E+01
  1910   0.269876E+03   0.839894E+01   0.108497E+01
  1911   0.268462E+03   0.845935E+01   0.109386E+01
  1912   0.267054E+03   0.851989E+01   0.109780E+01
  1913   0.265651E+03   0.858044E+01   0.109676E+01
  1914   0.264253E+03   0.864098E+01   0.109089E+01
  1915   0.262861E+03   0.870148E+01   0.108016E+01
  1916   0.261476E+03   0.876185E+01   0.106466E+01
  1917   0.260097E+03   0.882219E+01   0.104449E+01
  1918   0.258725E+03   0.888234E+01   0.101961E+01
  1919   0.257361E+03   0.894240E+01   0.990182E+00
  1920   0.256004E+03   0.900222E+01   0.956164E+00
  1921   0.254655E+03   0.906183E+01   0.917654E+00
  1922   0.253314E+03   0.912113E+01   0.874678E+00
  1923   0.251982E+03   0.918025E+01   0.827335E+00
  1924   0.250660E+03   0.923907E+01   0.775650E+00
  1925   0.249346E+03   0.929750E+01   0.719650E+00
  1926   0.248041E+03   0.935559E+01   0.659360E+00
  1927   0.246746E+03   0.941330E+01   0.594952E+00
  1928   0.245461E+03   0.947061E+01   0.526306E+00
  1929   0.244187E+03   0.952742E+01   0.453593E+00
  1930   0.242923E+03   0.958377E+01   0.376841E+00
  1931   0.241670E+03   0.963963E+01   0.296073E+00
  1932   0.240427E+03   0.969505E+01   0.211317E+00
  1933   0.239197E+03   0.974986E+01   0.122596E+00
  1934   0.237977E+03   0.980410E+01   0.300111E-01
  1935   0.236769E+03   0.985774E+01  -0.664126E-01
  1936   0.235573E+03   0.991076E+01  -0.166650E+00
  1937   0.234389E+03   0.996319E+01  -0.270600E+00
  1938   0.233218E+03   0.100149E+02  -0.378314E+00
  1939   0.232059E+03   0.100661E+02  -0.489690E+00
  1940   0.230913E+03   0.101165E+02  -0.604778E+00
  1941   0.229780E+03   0.101661E+02  -0.723478E+00
  1942   0.228660E+03   0.102151E+02  -0.845690E+00
  1943   0.227554E+03   0.102633E+02  -0.971537E+00
  1944   0.226460E+03   0.103108E+02  -0.110085E+01
  1945   0.225381E+03   0.103575E+02  -0.123367E+01
  1946   0.224315E+03   0.104033E+02  -0.136990E+01
  1947   0.223264E+03   0.104483E+02  -0.150959E+01
  1948   0.222227E+03   0.104925E+02  -0.165263E+01
  1949   0.221203E+03   0.105358E+02  -0.179902E+01
  1950   0.220195E+03   0.105781E+02  -0.194878E+01
  1951   0.219201E+03   0.106196E+02  -0.210182E+01
  1952   0.218222E+03   0.106602E+02  -0.225800E+01
  1953   0.217257E+03   0.106998E+02  -0.241728E+01
  1954   0.216307E+03   0.107386E+02  -0.257951E+01
  1955   0.215373E+03   0.107763E+02  -0.274450E+01
  1956   0.214453E+03   0.108131E+02  -0.291225E+01
  1957   0.213548E+03   0.108489E+02  -0.308264E+01
  1958   0.212658E+03   0.108838E+02  -0.325538E+01
  1959   0.211783E+03   0.109177E+02  -0.343057E+01
  1960   0.210923E+03   0.109505E+02  -0.360792E+01
  1961   0.210078E+03   0.109824E+02  -0.378744E+01
  1962   0.209248E+03   0.110132E+02  -0.396894E+01
  1963   0.208434E+03   0.110430E+02  -0.415235E+01
  1964   0.207634E+03   0.110717E+02  -0.433753E+01
  1965   0.206849E+03   0.110993E+02  -0.452437E+01
  1966   0.206079E+03   0.111258E+02  -0.471279E+01
  1967   0.205325E+03   0.111512E+02  -0.490267E+01
  1968   0.204585E+03   0.111756E+02  -0.509394E+01
  1969   0.203861E+03   0.111987E+02  -0.528648E+01
  1970   0.203152E+03   0.112209E+02  -0.548022E+01
  1971   0.202458E+03   0.112419E+02  -0.567496E+01
  1972   0.201779E+03   0.112618E+02  -0.587079E+01
  1973   0.201115E+03   0.112805E+02  -0.606742E+01
  1974   0.200466E+03   0.112981E+02  -0.626480E+01
  1975   0.199833E+03   0.113145E+02  -0.646295E+01
  1976   0.199214E+03   0.113298E+02  -0.666165E+01
  1977   0.198610E+03   0.113438E+02  -0.686085E+01
  1978   0.198021E+03   0.113566E+02  -0.706048E+01
  1979   0.197447E+03   0.113684E+02  -0.726043E+01
  1980   0.196889E+03   0.113788E+02  -0.746062E+01
  1981   0.196345E+03   0.113882E+02  -0.766100E+01
  1982   0.195816E+03   0.113963E+02  -0.786152E+01
  1983   0.195303E+03   0.114031E+02  -0.806210E+01
  1984   0.194804E+03   0.114088E+02  -0.826262E+01
  1985   0.194320E+03   0.114133E+02  -0.846303E+01
