#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.236798E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.118085E+01
   0.241581E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.120470E+01
   0.246461E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.122903E+01
   0.251439E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.125386E+01
   0.256518E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.127919E+01
   0.261699E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.130502E+01
   0.266986E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.133138E+01
   0.272378E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.135828E+01
   0.277880E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.138571E+01
   0.283493E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.141370E+01
   0.289220E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.144226E+01
   0.295062E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.147139E+01
   0.301022E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142174E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.150111E+01
   0.307102E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142173E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.153143E+01
   0.313305E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142173E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.156237E+01
   0.319634E-04   0.106631E+06   0.106631E+06   0.142174E+06   0.142173E+06   0.106907E+06   0.106867E+06   0.106631E+06   0.113545E+06  -0.606542E+00   0.106309E+06   0.106309E+06   0.159393E+01
