#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.255295E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143569E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605652E+00   0.107456E+06   0.107456E+06   0.136004E+01
   0.260443E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.138746E+01
   0.265695E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.141544E+01
   0.271053E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.144398E+01
   0.276519E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.147310E+01
   0.282095E-04   0.107677E+06   0.107677E+06   0.143569E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.150281E+01
   0.287784E-04   0.107677E+06   0.107677E+06   0.143568E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.153311E+01
   0.293587E-04   0.107677E+06   0.107677E+06   0.143568E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.156403E+01
   0.299507E-04   0.107677E+06   0.107677E+06   0.143568E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.159557E+01
   0.305547E-04   0.107677E+06   0.107677E+06   0.143568E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.162775E+01
   0.311709E-04   0.107677E+06   0.107677E+06   0.143568E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.166057E+01
   0.317994E-04   0.107677E+06   0.107677E+06   0.143568E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.169406E+01
   0.324407E-04   0.107677E+06   0.107677E+06   0.143568E+06   0.143568E+06   0.107679E+06   0.107679E+06   0.107677E+06   0.114456E+06  -0.605651E+00   0.107456E+06   0.107456E+06   0.172822E+01
