# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.522997046121e+04       3.053099063738e-06       2.897746941383e+01       5.507828487699e+02       1.445174757099e+04       9.488395770839e-01       2.201141403665e+08       1.654895819310e+01       1.480776028865e+05       8.884843058870e+03       4.403108064573e+04       3.592470360975e-08       1.023682199080e+05       3.033617464991e+05       3.033617464991e+05       8.348194093144e+04      -1.207550664331e+04       3.435578113077e-04       2.639283728430e-01 
       1.506712981622e+04       3.117409939045e-06       2.927617689765e+01       5.395763628942e+02       1.445144886350e+04       9.590738226815e-01       2.177563075077e+08       1.671764325426e+01       1.418458010951e+05       8.602904317316e+03       4.263386210351e+04       3.592470360975e-08       9.806008387819e+04       2.911426513942e+05       2.911426513942e+05       7.996862832440e+04      -1.145442258415e+04       3.445372250190e-04       2.657500104114e-01 
       1.490603016835e+04       3.183056214222e-06       2.957782705238e+01       5.286023177938e+02       1.445114721335e+04       9.694182577043e-01       2.154236874767e+08       1.688795026147e+01       1.358762628251e+05       8.329912211450e+03       4.128098087090e+04       3.592470360975e-08       9.393325446942e+04       2.794204103769e+05       2.794204103769e+05       7.660317243148e+04      -1.086537399881e+04       3.455262163842e-04       2.675823881941e-01 
       1.474665290387e+04       3.250065055197e-06       2.988244630640e+01       5.178558342768e+02       1.445084259409e+04       9.798740645908e-01       2.131160107462e+08       1.705989294921e+01       1.301579507943e+05       8.065582841691e+03       3.997103001192e+04       3.592470360975e-08       8.998010144656e+04       2.681746650945e+05       2.681746650945e+05       7.337935074693e+04      -1.030670443560e+04       3.465248917739e-04       2.694254911467e-01 
       1.458897960807e+04       3.318464164624e-06       3.019006128009e+01       5.073321362437e+02       1.445053497912e+04       9.904424383928e-01       2.108330106711e+08       1.723348513402e+01       1.246802922214e+05       7.809641317320e+03       3.870264723628e+04       3.592470360975e-08       8.619331569064e+04       2.573858964656e+05       2.573858964656e+05       7.029120263730e+04      -9.776843272189e+03       3.475333587256e-04       2.712793027953e-01 
       1.443299206311e+04       3.388281792016e-06       3.050069878644e+01       4.970265485014e+02       1.445022434161e+04       1.001124586908e+00       2.085744234570e+08       1.740874071436e+01       1.194331592771e+05       7.561821470599e+03       3.747451348261e+04       3.592470360975e-08       8.256589568483e+04       2.470353899152e+05       2.470353899152e+05       6.733301832061e+04      -9.274301260462e+03       3.485517259561e-04       2.731438052233e-01 
       1.427867224591e+04       3.459546744132e-06       3.081438583171e+01       4.869344946243e+02       1.444991065457e+04       1.011921730816e+00       2.063399881299e+08       1.758567367045e+01       1.144068503592e+05       7.321865579971e+03       3.628535154676e+04       3.592470360975e-08       7.909113456902e+04       2.371052020550e+05       2.371052020550e+05       6.449932830937e+04      -8.797666303004e+03       3.495801033742e-04       2.750189790585e-01 
       1.412600232612e+04       3.532288395535e-06       3.113114961604e+01       4.770514948611e+02       1.444959389078e+04       1.022835103812e+00       2.041294465066e+08       1.776429806415e+01       1.095920721543e+05       7.089524102045e+03       3.513392475350e+04       3.592470360975e-08       7.576260773931e+04       2.275781287492e+05       2.275781287492e+05       6.178489329784e+04      -8.345599449105e+03       3.506186020936e-04       2.769048034603e-01 
       1.397496466398e+04       3.606536699305e-06       3.145101753408e+01       4.673731640855e+02       1.444927402287e+04       1.033865952746e+00       2.019425431638e+08       1.794462803875e+01       1.049799224554e+05       6.864555412074e+03       3.401903567046e+04       3.592470360975e-08       7.257416096935e+04       2.184376745073e+05       2.184376745073e+05       5.918469447488e+04      -7.916831098883e+03       3.516673344460e-04       2.788012561076e-01 
       1.382554180836e+04       3.682322197981e-06       3.177401717559e+01       4.578952097908e+02       1.444895102322e+04       1.045015537760e+00       1.997790254096e+08       1.812667781880e+01       1.005618737022e+05       6.646725552685e+03       3.293952486286e+04       3.592470360975e-08       6.951989903156e+04       2.096680231493e+05       2.096680231493e+05       5.669392424454e+04      -7.510157404690e+03       3.527264139939e-04       2.807083131861e-01 
       1.367771649469e+04       3.759676034594e-06       3.210017632605e+01       4.486134301265e+02       1.444862486407e+04       1.056285132431e+00       1.976386432538e+08       1.831046170993e+01       9.632975721419e+04       6.435807990567e+03       3.189426968777e+04       3.592470360975e-08       6.659417479729e+04       2.012540096898e+05       2.012540096898e+05       5.430797733712e+04      -7.124436859530e+03       3.537959555443e-04       2.826259493775e-01 
       1.353147164297e+04       3.838629964085e-06       3.242952296723e+01       4.395237119775e+02       1.444829551743e+04       1.067676023909e+00       1.955211493790e+08       1.849599409859e+01       9.227574808745e+04       6.231583380890e+03       3.088218312653e+04       3.592470360975e-08       6.379157879556e+04       1.931810933905e+05       1.931810933905e+05       5.202244229430e+04      -6.758587062760e+03       3.548760751617e-04       2.845541378471e-01 
       1.338679035584e+04       3.919216364780e-06       3.276208527780e+01       4.306220290833e+02       1.444796295512e+04       1.079189513064e+00       1.934262991122e+08       1.868328945186e+01       8.839235072674e+04       6.033839339193e+03       2.990221265441e+04       3.592470360975e-08       6.110692921141e+04       1.854353319318e+05       1.854353319318e+05       4.983309331268e+04      -6.411581653862e+03       3.559668901820e-04       2.864928502331e-01 
       1.324365591657e+04       4.001468250108e-06       3.309789163384e+01       4.219044401973e+02       1.444762714877e+04       1.090826914627e+00       1.913538503964e+08       1.887236231719e+01       8.467238498673e+04       5.842370220520e+03       2.895333914594e+04       3.592470360975e-08       5.853526230500e+04       1.780033566582e+05       1.780033566582e+05       4.773588243054e+04      -6.082447405522e+03       3.570685192262e-04       2.884420566360e-01 
       1.310205178717e+04       4.085419280521e-06       3.343697060946e+01       4.133670872857e+02       1.444728806979e+04       1.102589557337e+00       1.893035637627e+08       1.906322732216e+01       8.110897289637e+04       5.656976905551e+03       2.803457581512e+04       3.592470360975e-08       5.607182323401e+04       1.708723488511e+05       1.708723488511e+05       4.572693204342e+04      -5.770261467735e+03       3.581810822137e-04       2.904017256076e-01 
       1.296196160646e+04       4.171103775599e-06       3.377935097731e+01       4.050061937637e+02       1.444694568942e+04       1.114478784093e+00       1.872752023027e+08       1.925589917418e+01       7.769552594195e+04       5.477466593531e+03       2.714496718918e+04       3.592470360975e-08       5.371205726224e+04       1.640300169869e+05       1.640300169869e+05       4.380252773469e+04      -5.474148755088e+03       3.593047003771e-04       2.923718241416e-01 
       1.282336918819e+04       4.258556726478e-06       3.412506170911e+01       3.968180627698e+02       1.444659997869e+04       1.126495952097e+00       1.852685316408e+08       1.945039266022e+01       7.442573288543e+04       5.303652601764e+03       2.628358811494e+04       3.592470360975e-08       5.145160133819e+04       1.574645749404e+05       1.574645749404e+05       4.195911140784e+04      -5.193279469761e+03       3.604394962756e-04       2.943523176633e-01 
       1.268625851914e+04       4.347813808372e-06       3.447413197620e+01       3.887990754768e+02       1.444625090842e+04       1.138642433007e+00       1.832833199076e+08       1.964672264651e+01       7.129354809532e+04       5.135354171474e+03       2.544954279668e+04       3.592470360975e-08       4.928627602810e+04       1.511647210916e+05       1.511647210916e+05       4.019327470777e+04      -4.926866753192e+03       3.615855938099e-04       2.963431700206e-01 
       1.255061375733e+04       4.438911393390e-06       3.482659115004e+01       3.809456894383e+02       1.444589844925e+04       1.150919613090e+00       1.813193377127e+08       1.984490407821e+01       6.829318036872e+04       4.972396279821e+03       2.464196386460e+04       3.592470360975e-08       4.721207778844e+04       1.451196183016e+05       1.451196183016e+05       3.850175271902e+04      -4.674164459713e+03       3.627431182362e-04       2.983443434749e-01 
       1.241641923013e+04       4.531886563477e-06       3.518246880269e+01       3.732544369703e+02       1.444554257160e+04       1.163328893378e+00       1.793763581183e+08       2.004495197910e+01       6.541908222382e+04       4.814609457887e+03       2.386001147271e+04       3.592470360975e-08       4.522517156359e+04       1.393188747180e+05       1.393188747180e+05       3.688141792910e+04      -4.434465045813e+03       3.639121961809e-04       3.003557986927e-01 
       1.228365943248e+04       4.626777123738e-06       3.554179470733e+01       3.657219235676e+02       1.444518324569e+04       1.175871689817e+00       1.774541566131e+08       2.024688145118e+01       6.266593964287e+04       4.661829614435e+03       2.310287242552e+04       3.592470360975e-08       4.332188369514e+04       1.337525253780e+05       1.337525253780e+05       3.532927444597e+04      -4.207097569015e+03       3.650929556556e-04       3.023774947373e-01 
       1.215231902508e+04       4.723621615903e-06       3.590459883872e+01       3.583448263531e+02       1.444482044156e+04       1.188549433430e+00       1.755525110863e+08       2.045070767437e+01       6.002866224703e+04       4.513897865261e+03       2.236975933227e+04       3.592470360975e-08       4.149869512946e+04       1.284110145741e+05       1.284110145741e+05       3.384245245879e+04      -3.991425790665e+03       3.662855260716e-04       3.044093890612e-01 
       1.202238283265e+04       4.822459332027e-06       3.627091137370e+01       3.511198925608e+02       1.444445412903e+04       1.201363570475e+00       1.736712018020e+08       2.065644590609e+01       5.750237388450e+04       4.370660367964e+03       2.165990978814e+04       3.592470360975e-08       3.975223491127e+04       1.232851789519e+05       1.232851789519e+05       3.241820293189e+04      -3.786846377230e+03       3.674900382554e-04       3.064514374987e-01 
       1.189383584214e+04       4.923330328456e-06       3.664076269157e+01       3.440439380503e+02       1.444408427771e+04       1.214315562602e+00       1.718100113734e+08       2.086411148084e+01       5.508240361490e+04       4.231968161952e+03       2.097258558135e+04       3.592470360975e-08       3.807927395092e+04       1.183662313092e+05       1.183662313092e+05       3.105389252190e+04      -3.592787194991e+03       3.687066244635e-04       3.085035942590e-01 
       1.176666320101e+04       5.026275439943e-06       3.701418337462e+01       3.371138458534e+02       1.444371085703e+04       1.227406887018e+00       1.699687247382e+08       2.107371980985e+01       5.276427707295e+04       4.097677013535e+03       2.030707192548e+04       3.592470360975e-08       3.647671905407e+04       1.136457450661e+05       1.136457450661e+05       2.974699870897e+04      -3.408705693252e+03       3.699354183981e-04       3.105658119201e-01 
       1.164085021552e+04       5.131336294216e-06       3.739120420850e+01       3.303265647511e+02       1.444333383619e+04       1.240639036649e+00       1.681471291337e+08       2.128528638059e+01       5.054370819574e+04       3.967647265926e+03       1.966267671609e+04       3.592470360975e-08       3.494160720250e+04       1.091156393803e+05       1.091156393803e+05       2.849510513271e+04      -3.234087371498e+03       3.711765552225e-04       3.126380414224e-01 
       1.151638234903e+04       5.238555326616e-06       3.777185618268e+01       3.236791078812e+02       1.444295318422e+04       1.254013520306e+00       1.663450140717e+08       2.149882675636e+01       4.841659129800e+04       3.841743694003e+03       1.903872981099e+04       3.592470360975e-08       3.347110007574e+04       1.047681648788e+05       1.047681648788e+05       2.729589712455e+04      -3.068444326101e+03       3.724301715768e-04       3.147202320635e-01 
       1.139324522030e+04       5.347975795066e-06       3.815617049080e+01       3.171685513749e+02       1.444256886991e+04       1.267531862854e+00       1.645621713149e+08       2.171435657580e+01       4.637899348105e+04       3.719835363684e+03       1.843458233330e+04       3.592470360975e-08       3.206247880322e+04       1.005958899813e+05       1.005958899813e+05       2.614715742805e+04      -2.911313872466e+03       3.736964055939e-04       3.168123314929e-01 
       1.127142460188e+04       5.459641795228e-06       3.854417853114e+01       3.107920330232e+02       1.444218086187e+04       1.281195605377e+00       1.627983948521e+08       2.193189155243e+01       4.442714736102e+04       3.601795495756e+03       1.784960599667e+04       3.592470360975e-08       3.071313893719e+04       9.659168779067e+04       9.659168779067e+04       2.504676209937e+04      -2.762257238686e+03       3.749753969154e-04       3.189142857078e-01 
       1.115090641839e+04       5.573598276023e-06       3.893591190693e+01       3.045467509704e+02       1.444178912849e+04       1.295006305350e+00       1.610534808751e+08       2.215144747413e+01       4.255744410333e+04       3.487501334038e+03       1.728319245187e+04       3.592470360975e-08       2.942058563732e+04       9.274872352660e+04       9.274872352660e+04       2.399267658018e+04      -2.620858326980e+03       3.762672867081e-04       3.210260390488e-01 
       1.103167674497e+04       5.689891055401e-06       3.933140242677e+01       2.984299624366e+02       1.444139363797e+04       1.308965536814e+00       1.593272277547e+08       2.237304020264e+01       4.076642675007e+04       3.376834017714e+03       1.673475265416e+04       3.592470360975e-08       2.818242905792e+04       8.906044247990e+04       8.906044247990e+04       2.298295193596e+04      -2.486722539412e+03       3.775722176799e-04       3.231475341965e-01 
       1.091372180562e+04       5.808566836327e-06       3.973068210496e+01       2.924389824665e+02       1.444099435830e+04       1.323074890545e+00       1.576194360173e+08       2.259668567303e+01       3.905078382842e+04       3.269678457725e+03       1.620371625067e+04       3.592470360975e-08       2.699637992919e+04       8.552055846604e+04       8.552055846604e+04       2.201572125250e+04      -2.359475664526e+03       3.788903340968e-04       3.252787121680e-01 
       1.079702797162e+04       5.929673223110e-06       4.013378316185e+01       2.865711827049e+02       1.444059125724e+04       1.337335974235e+00       1.559299083223e+08       2.282239989312e+01       3.740734322787e+04       3.165923217081e+03       1.568953098730e+04       3.592470360975e-08       2.586024532461e+04       8.212304275689e+04       8.212304275689e+04       2.108919618412e+04      -2.238762821758e+03       3.802217817997e-04       3.274195123151e-01 
       1.068158175997e+04       6.053258737860e-06       4.054073802418e+01       2.808239901984e+02       1.444018430238e+04       1.351750412666e+00       1.542584494391e+08       2.305019894294e+01       3.583306633526e+04       3.065460394973e+03       1.519166213438e+04       3.592470360975e-08       2.477192460630e+04       7.886211347095e+04       7.886211347095e+04       2.020166364715e+04      -2.124247460594e+03       3.815667082207e-04       3.295698723217e-01 
       1.056736983182e+04       6.179372837501e-06       4.095157932538e+01       2.751948862222e+02       1.443977346108e+04       1.366319847891e+00       1.526048662244e+08       2.328009897415e+01       3.432504241655e+04       2.968185514560e+03       1.470959193056e+04       3.592470360975e-08       2.372940554111e+04       7.573222540282e+04       7.573222540282e+04       1.935148265252e+04      -2.015610411651e+03       3.829252624010e-04       3.317297282023e-01 
       1.045437899094e+04       6.308065930868e-06       4.136633990589e+01       2.696814051320e+02       1.443935870049e+04       1.381045939416e+00       1.509689675998e+08       2.351211620940e+01       3.288048323509e+04       2.873997414316e+03       1.424281904440e+04       3.592470360975e-08       2.273076058012e+04       7.272806027395e+04       7.272806027395e+04       1.853708127170e+04      -1.912548986981e+03       3.842975950076e-04       3.338990143014e-01 
       1.034259618217e+04       6.439389396159e-06       4.178505281346e+01       2.642811332405e+02       1.443893998759e+04       1.395930364381e+00       1.493505645302e+08       2.374626694174e+01       3.149671789630e+04       2.782798142832e+03       1.379085805297e+04       3.592470360975e-08       2.177414329472e+04       6.984451738686e+04       6.984451738686e+04       1.775695373030e+04      -1.814776127027e+03       3.856838583510e-04       3.360776632931e-01 
       1.023200848994e+04       6.573395598651e-06       4.220775130340e+01       2.589917077171e+02       1.443851728910e+04       1.410974817747e+00       1.477494700014e+08       2.398256753396e+01       3.017118790945e+04       2.694492856943e+03       1.335323893706e+04       3.592470360975e-08       2.085778496271e+04       6.707670466620e+04       6.707670466620e+04       1.700965762402e+04      -1.722019591821e+03       3.870842064030e-04       3.382656061805e-01 
       1.012260313675e+04       6.710137908748e-06       4.263446883889e+01       2.538108155115e+02       1.443809057156e+04       1.426181012484e+00       1.461654989990e+08       2.422103441792e+01       2.890144245709e+04       2.608989723103e+03       1.292950659237e+04       3.592470360975e-08       1.997999129803e+04       6.441993007063e+04       6.441993007063e+04       1.629381125167e+04      -1.634021194123e+03       3.884987948140e-04       3.404627722974e-01 
       1.001436748174e+04       6.849670720417e-06       4.306523909119e+01       2.487361923002e+02       1.443765980131e+04       1.441550679756e+00       1.445984684865e+08       2.446168409392e+01       2.768513386372e+04       2.526199821876e+03       1.251922035620e+04       3.592470360975e-08       1.913913931816e+04       6.186969335999e+04       6.186969335999e+04       1.560809106059e+04      -1.550536072320e+03       3.899277809318e-04       3.426690893089e-01 
       9.907289019166e+03       6.992049469819e-06       4.350009593990e+01       2.437656214544e+02       1.443722494446e+04       1.457085569116e+00       1.430481973844e+08       2.470453312995e+01       2.652001325505e+04       2.446037055469e+03       1.212195354923e+04       3.592470360975e-08       1.833367434329e+04       5.942167820307e+04       5.942167820307e+04       1.495122919941e+04      -1.471332001019e+03       3.913713238191e-04       3.448844832133e-01 
       9.801355377007e+03       7.137330654335e-06       4.393907347321e+01       2.388969330314e+02       1.443678596693e+04       1.472787448697e+00       1.415145065496e+08       2.494959816100e+01       2.540392639999e+04       2.368418058190e+03       1.173729303174e+04       3.592470360975e-08       1.756210712186e+04       5.707174461182e+04       5.707174461182e+04       1.432201117392e+04      -1.396188737382e+03       3.928295842724e-04       3.471088783448e-01 
       9.696554315509e+03       7.285571851773e-06       4.438220598807e+01       2.341280027858e+02       1.443634283441e+04       1.488658105408e+00       1.399972187540e+08       2.519689588831e+01       2.433480972765e+04       2.293262109753e+03       1.136483877400e+04       3.592470360975e-08       1.682301107703e+04       5.481592168847e+04       5.481592168847e+04       1.371927360152e+04      -1.324897401345e+03       3.943027248404e-04       3.493421973762e-01 
       9.592873725783e+03       7.436831740156e-06       4.482952799043e+01       2.294567512027e+02       1.443589551241e+04       1.504699345126e+00       1.384961586647e+08       2.544644307865e+01       2.331068651187e+04       2.220491051335e+03       1.100420344024e+04       3.592470360975e-08       1.611501966900e+04       5.265040067248e+04       5.265040067248e+04       1.314190206025e+04      -1.257259887953e+03       3.957909098429e-04       3.515843613225e-01 
       9.490301628398e+03       7.591170117671e-06       4.528107419540e+01       2.248811425509e+02       1.443544396621e+04       1.520912992904e+00       1.370111528231e+08       2.569825656352e+01       2.232966321645e+04       2.150029204288e+03       1.065501198585e+04       3.592470360975e-08       1.543682386839e+04       5.057152827502e+04       5.057152827502e+04       1.258882902824e+04      -1.193088310159e+03       3.972943053895e-04       3.538352895451e-01 
       9.388826172001e+03       7.748647922989e-06       4.573687952744e+01       2.203991839569e+02       1.443498816087e+04       1.537300893164e+00       1.355420296255e+08       2.595235323834e+01       2.138992599407e+04       2.081803291445e+03       1.031690126734e+04       3.592470360975e-08       1.478716973596e+04       4.857580028885e+04       4.857580028885e+04       1.205903190998e+04      -1.132204470494e+03       3.988130793995e-04       3.560948997565e-01 
       9.288435631947e+03       7.909327255921e-06       4.619697912052e+01       2.160089244971e+02       1.443452806128e+04       1.553864909902e+00       1.340886193028e+08       2.620875006168e+01       2.048973733267e+04       2.015742360907e+03       9.989519664671e+03       3.592470360975e-08       1.416485610410e+04       4.665985546238e+04       4.665985546238e+04       1.155153114555e+04      -1.074439360114e+03       4.003474016205e-04       3.583631080260e-01 
       9.189118408944e+03       8.073271398385e-06       4.666140831829e+01       2.117084543110e+02       1.443406363208e+04       1.570606926896e+00       1.326507539011e+08       2.646746405443e+01       1.962743284283e+04       1.951777712261e+03       9.672526715632e+03       3.592470360975e-08       1.356873235599e+04       4.482046962675e+04       4.482046962675e+04       1.106538839957e+04      -1.019632683797e+03       4.018974436486e-04       3.606398287849e-01 
       9.090863027711e+03       8.240544835924e-06       4.713020267416e+01       2.074959037320e+02       1.443359483773e+04       1.587528847909e+00       1.312282672621e+08       2.672851229890e+01       1.880141818048e+04       1.889842825135e+03       9.365592761730e+03       3.592470360975e-08       1.299769629818e+04       4.305455006556e+04       4.305455006556e+04       1.059970482618e+04      -9.676324095537e+02       4.034633789479e-04       3.629249748338e-01 
       8.993658135658e+03       8.411213279368e-06       4.760339795148e+01       2.033694424371e+02       1.443312164245e+04       1.604632596900e+00       1.298209950042e+08       2.699191193801e+01       1.801016609905e+04       1.829873290015e+03       9.068398605384e+03       3.592470360975e-08       1.245069212270e+04       4.135913011718e+04       4.135913011718e+04       1.015361940721e+04      -9.182943415648e+02       4.050453828709e-04       3.652184573496e-01 
       8.897492501566e+03       8.585343686989e-06       4.808103012362e+01       1.993272786146e+02       1.443264401028e+04       1.621920118238e+00       1.284287745032e+08       2.725768017436e+01       1.725221362568e+04       1.771806741268e+03       8.780635177964e+03       3.592470360975e-08       1.192670845494e+04       3.973136399989e+04       3.973136399989e+04       9.726307360170e+03      -8.714817152399e+02       4.066436326783e-04       3.675201858928e-01 
       8.802355014297e+03       8.763004286835e-06       4.856313537408e+01       1.953676581491e+02       1.443216190503e+04       1.639393376910e+00       1.270514448738e+08       2.752583426934e+01       1.652615935629e+04       1.715582792280e+03       8.502003218376e+03       3.592470360975e-08       1.142477648369e+04       3.816852185067e+04       3.816852185067e+04       9.316978613290e+03      -8.270648132467e+02       4.082583075599e-04       3.698300684165e-01 
       8.708234681504e+03       8.944264599774e-06       4.904975009654e+01       1.914888638247e+02       1.443167529030e+04       1.657054358743e+00       1.256888469505e+08       2.779639154220e+01       1.583066086446e+04       1.661142972658e+03       8.232212961847e+03       3.592470360975e-08       1.094396816988e+04       3.666798496888e+04       3.666798496888e+04       8.924876344745e+03      -7.849206014245e+02       4.098895886549e-04       3.721480112754e-01 
       8.615120628366e+03       9.129195462685e-06       4.954091089501e+01       1.876892145440e+02       1.443118412951e+04       1.674905070618e+00       1.243408232700e+08       2.806936936912e+01       1.516443221941e+04       1.608430667427e+03       7.970983838576e+03       3.592470360975e-08       1.048339453068e+04       3.522724125613e+04       3.522724125613e+04       8.549275583328e+03      -7.449323835503e+02       4.115376590733e-04       3.744739192350e-01 
       8.523002096329e+03       9.317869052111e-06       5.003665458378e+01       1.839670645641e+02       1.443068838582e+04       1.692947540690e+00       1.230072180522e+08       2.834478518219e+01       1.452624160836e+04       1.557391058146e+03       7.718044181960e+03       3.592470360975e-08       1.004220399584e+04       3.384388084434e+04       3.384388084434e+04       8.189481868029e+03      -7.069894739786e+02       4.132027039164e-04       3.768076954820e-01 
       8.431868441861e+03       9.510358908227e-06       5.053701818754e+01       1.803208027494e+02       1.443018802221e+04       1.711183818614e+00       1.216878771826e+08       2.862265646849e+01       1.391490905899e+04       1.507971065904e+03       7.473130946071e+03       3.592470360975e-08       9.619580833183e+03       3.251559190418e+04       3.251559190418e+04       7.844829964022e+03      -6.709868872278e+02       4.148849102987e-04       3.791492416356e-01 
       8.341709135227e+03       9.706739959298e-06       5.104203894142e+01       1.767488518391e+02       1.442968300146e+04       1.729615975766e+00       1.203826481947e+08       2.890300076904e+01       1.332930425779e+04       1.460119296119e+03       7.235989432096e+03       3.592470360975e-08       9.214743640389e+03       3.124015662643e+04       3.124015662643e+04       7.514682632692e+03      -6.368250436355e+02       4.165844673692e-04       3.814984577587e-01 
       8.252513759268e+03       9.907088546638e-06       5.155175429096e+01       1.732496677312e+02       1.442917328611e+04       1.748246105473e+00       1.190913802518e+08       2.918583567777e+01       1.276834446015e+04       1.413785985093e+03       7.006373023471e+03       3.592470360975e-08       8.826943900215e+03       3.001544736896e+04       3.001544736896e+04       7.198429453418e+03      -6.044094902474e+02       4.183015663335e-04       3.838552423697e-01 
       8.164272008200e+03       1.011148244980e-05       5.206620189212e+01       1.698217387812e+02       1.442865883851e+04       1.767076323240e+00       1.178139241299e+08       2.947117884049e+01       1.223099248842e+04       1.368922948254e+03       6.784042929398e+03       3.592470360975e-08       8.455464596545e+03       2.883942296266e+04       2.883942296266e+04       6.895485694953e+03      -5.736506361516e+02       4.200364004754e-04       3.862194924560e-01 
       8.076973686423e+03       1.032000091233e-05       5.258541961133e+01       1.664635851157e+02       1.442813962079e+04       1.786108766984e+00       1.165501322008e+08       2.975904795385e+01       1.171625481430e+04       1.325483530049e+03       6.568767936527e+03       3.592470360975e-08       8.099618888671e+03       2.771012516958e+04       2.771012516958e+04       6.605291234288e+03      -5.444635015076e+02       4.217891651795e-04       3.885911034869e-01 
       7.990608707342e+03       1.053272466768e-05       5.310944552541e+01       1.631737579611e+02       1.442761559488e+04       1.805345597266e+00       1.152998584142e+08       3.004946076418e+01       1.122317972181e+04       1.283422555428e+03       6.360324168493e+03       3.592470360975e-08       7.758748841373e+03       2.662567528714e+04       2.662567528714e+04       6.327309521024e+03      -5.167674795617e+02       4.235600579539e-04       3.909699694277e-01 
       7.905167092201e+03       1.074973596604e-05       5.363831792159e+01       1.599508389852e+02       1.442708672248e+04       1.824788997530e+00       1.140629582816e+08       3.034243506646e+01       1.075085554765e+04       1.242696282858e+03       6.158494853100e+03       3.592470360975e-08       7.432224208439e+03       2.558427089208e+04       2.558427089208e+04       6.061026585326e+03      -4.904861109737e+02       4.253492784523e-04       3.933559827544e-01 
       7.820638968931e+03       1.097111860126e-05       5.417207529743e+01       1.567934396547e+02       1.442655296510e+04       1.844441174338e+00       1.128392888592e+08       3.063798870313e+01       1.029840899561e+04       1.203262358837e+03       5.963070096889e+03       3.592470360975e-08       7.119441267380e+03       2.458418271875e+04       2.458418271875e+04       5.805950087626e+03      -4.655468698179e+02       4.271570284978e-04       3.957490344687e-01 
       7.737014571012e+03       1.119695793829e-05       5.471075636077e+01       1.537002006043e+02       1.442601428404e+04       1.864304357617e+00       1.116287087315e+08       3.093613956299e+01       9.865003521883e+03       1.165079773848e+03       5.773846666855e+03       3.592470360975e-08       6.819821703188e+03       2.362375166581e+04       2.362375166581e+04       5.561608408321e+03      -4.418809606534e+02       4.289835121056e-04       3.981490141143e-01 
       7.654284236339e+03       1.142734094095e-05       5.525440002970e+01       1.506697910209e+02       1.442547064037e+04       1.884380800898e+00       1.104310779950e+08       3.123690558002e+01       9.449837788369e+03       1.128108819710e+03       5.590627779094e+03       3.592470360975e-08       6.532811539070e+03       2.270138592628e+04       2.270138592628e+04       5.327549775777e+03      -4.194231260884e+02       4.308289355068e-04       4.005558097933e-01 
       7.572438406110e+03       1.166235620052e-05       5.580304543243e+01       1.477009080395e+02       1.442492199497e+04       1.904672781564e+00       1.092462582418e+08       3.154030473218e+01       9.052144181034e+03       1.092311048285e+03       5.413222894158e+03       3.592470360975e-08       6.257880112182e+03       2.181555823570e+04       2.181555823570e+04       5.103341431036e+03      -3.981114642971e+02       4.326935071719e-04       4.029693081827e-01 
       7.491467623720e+03       1.190209396455e-05       5.635673190724e+01       1.447922761529e+02       1.442436830849e+04       1.925182601100e+00       1.080741125440e+08       3.184635504021e+01       8.671187390654e+03       1.057649231493e+03       5.241447518902e+03       3.592470360975e-08       5.994519092468e+03       2.096480323355e+04       2.096480323355e+04       4.888568827671e+03      -3.778872559706e+02       4.345774378350e-04       4.053893945532e-01 
       7.411362533667e+03       1.214664616615e-05       5.691549900238e+01       1.419426466334e+02       1.442380954140e+04       1.945912585344e+00       1.069145054374e+08       3.215507456640e+01       8.306263053273e+03       1.024087322593e+03       5.075123014619e+03       3.592470360975e-08       5.742241542787e+03       2.014771493331e+04       2.014771493331e+04       4.682834865318e+03      -3.586948002160e+02       4.364809405181e-04       4.078159527863e-01 
       7.332113880476e+03       1.239610645376e-05       5.747938647590e+01       1.391507969668e+02       1.442324565392e+04       1.966865084739e+00       1.057673029063e+08       3.246648141337e+01       7.956696447887e+03       9.915904187014e+02       4.914076411264e+03       3.592470360975e-08       5.500581018609e+03       1.936294429650e+04       1.936294429650e+04       4.485759155463e+03      -3.404812589373e+02       4.384042305554e-04       4.102488653944e-01 
       7.253712507623e+03       1.265057022147e-05       5.804843429562e+01       1.364155302984e+02       1.442267660610e+04       1.988042474592e+00       1.046323723677e+08       3.278059372277e+01       7.621841248920e+03       9.601247244924e+02       4.758140227573e+03       3.592470360975e-08       5.269090705577e+03       1.860919690660e+04       1.860919690660e+04       4.296977318130e+03      -3.231965092604e+02       4.403475256182e-04       4.126880135392e-01 
       7.176149356480e+03       1.291013463996e-05       5.862268263892e+01       1.337356748911e+02       1.442210235776e+04       2.009447155330e+00       1.035095826561e+08       3.309742967399e+01       7.301078331217e+03       9.296575170510e+02       4.607152296890e+03       3.592470360975e-08       5.047342593386e+03       1.788523073858e+04       1.788523073858e+04       4.116140308165e+03      -3.067930035853e+02       4.423110457400e-04       4.151332770528e-01 
