#    L    TT             EE             TE          
  1013   0.110530E+04   0.464536E+02  -0.428468E+02
  1014   0.110442E+04   0.463639E+02  -0.443283E+02
  1015   0.110366E+04   0.462678E+02  -0.457991E+02
  1016   0.110305E+04   0.461654E+02  -0.472589E+02
  1017   0.110259E+04   0.460566E+02  -0.487071E+02
  1018   0.110226E+04   0.459411E+02  -0.501429E+02
  1019   0.110207E+04   0.458193E+02  -0.515660E+02
  1020   0.110202E+04   0.456908E+02  -0.529755E+02
  1021   0.110210E+04   0.455561E+02  -0.543706E+02
  1022   0.110231E+04   0.454152E+02  -0.557505E+02
  1023   0.110264E+04   0.452683E+02  -0.571144E+02
  1024   0.110311E+04   0.451154E+02  -0.584616E+02
  1025   0.110368E+04   0.449569E+02  -0.597911E+02
  1026   0.110438E+04   0.447927E+02  -0.611022E+02
  1027   0.110519E+04   0.446230E+02  -0.623950E+02
  1028   0.110612E+04   0.444478E+02  -0.636693E+02
  1029   0.110717E+04   0.442671E+02  -0.649251E+02
  1030   0.110832E+04   0.440809E+02  -0.661623E+02
  1031   0.110959E+04   0.438894E+02  -0.673809E+02
  1032   0.111097E+04   0.436925E+02  -0.685810E+02
  1033   0.111247E+04   0.434903E+02  -0.697623E+02
  1034   0.111408E+04   0.432828E+02  -0.709243E+02
  1035   0.111580E+04   0.430704E+02  -0.720661E+02
  1036   0.111761E+04   0.428529E+02  -0.731871E+02
  1037   0.111952E+04   0.426306E+02  -0.742865E+02
  1038   0.112154E+04   0.424036E+02  -0.753637E+02
  1039   0.112364E+04   0.421720E+02  -0.764179E+02
  1040   0.112584E+04   0.419357E+02  -0.774484E+02
  1041   0.112812E+04   0.416951E+02  -0.784551E+02
  1042   0.113049E+04   0.414499E+02  -0.794376E+02
  1043   0.113294E+04   0.412003E+02  -0.803958E+02
  1044   0.113547E+04   0.409463E+02  -0.813300E+02
  1045   0.113809E+04   0.406877E+02  -0.822394E+02
  1046   0.114079E+04   0.404247E+02  -0.831247E+02
  1047   0.114356E+04   0.401573E+02  -0.839851E+02
  1048   0.114642E+04   0.398856E+02  -0.848204E+02
  1049   0.114935E+04   0.396098E+02  -0.856299E+02
  1050   0.115234E+04   0.393302E+02  -0.864148E+02
  1051   0.115541E+04   0.390469E+02  -0.871745E+02
  1052   0.115854E+04   0.387600E+02  -0.879080E+02
  1053   0.116173E+04   0.384699E+02  -0.886152E+02
  1054   0.116498E+04   0.381767E+02  -0.892961E+02
  1055   0.116829E+04   0.378806E+02  -0.899512E+02
  1056   0.117165E+04   0.375816E+02  -0.905799E+02
  1057   0.117506E+04   0.372798E+02  -0.911812E+02
  1058   0.117852E+04   0.369754E+02  -0.917565E+02
  1059   0.118202E+04   0.366683E+02  -0.923042E+02
  1060   0.118557E+04   0.363589E+02  -0.928243E+02
  1061   0.118916E+04   0.360471E+02  -0.933181E+02
  1062   0.119278E+04   0.357332E+02  -0.937834E+02
  1063   0.119644E+04   0.354171E+02  -0.942222E+02
  1064   0.120014E+04   0.350990E+02  -0.946329E+02
  1065   0.120385E+04   0.347791E+02  -0.950156E+02
  1066   0.120760E+04   0.344573E+02  -0.953715E+02
  1067   0.121136E+04   0.341340E+02  -0.956991E+02
  1068   0.121516E+04   0.338092E+02  -0.959990E+02
  1069   0.121896E+04   0.334830E+02  -0.962712E+02
  1070   0.122279E+04   0.331555E+02  -0.965155E+02
  1071   0.122662E+04   0.328269E+02  -0.967319E+02
  1072   0.123047E+04   0.324974E+02  -0.969210E+02
  1073   0.123433E+04   0.321670E+02  -0.970820E+02
  1074   0.123818E+04   0.318360E+02  -0.972155E+02
  1075   0.124204E+04   0.315044E+02  -0.973214E+02
  1076   0.124590E+04   0.311724E+02  -0.973989E+02
  1077   0.124976E+04   0.308400E+02  -0.974493E+02
  1078   0.125361E+04   0.305075E+02  -0.974727E+02
  1079   0.125745E+04   0.301749E+02  -0.974681E+02
  1080   0.126129E+04   0.298424E+02  -0.974369E+02
  1081   0.126511E+04   0.295101E+02  -0.973777E+02
  1082   0.126891E+04   0.291781E+02  -0.972916E+02
  1083   0.127270E+04   0.288465E+02  -0.971787E+02
  1084   0.127647E+04   0.285155E+02  -0.970389E+02
  1085   0.128021E+04   0.281851E+02  -0.968728E+02
  1086   0.128393E+04   0.278555E+02  -0.966788E+02
  1087   0.128762E+04   0.275267E+02  -0.964591E+02
  1088   0.129128E+04   0.271989E+02  -0.962128E+02
  1089   0.129491E+04   0.268723E+02  -0.959399E+02
  1090   0.129850E+04   0.265468E+02  -0.956409E+02
  1091   0.130206E+04   0.262227E+02  -0.953166E+02
  1092   0.130558E+04   0.259001E+02  -0.949661E+02
  1093   0.130905E+04   0.255791E+02  -0.945907E+02
  1094   0.131249E+04   0.252597E+02  -0.941898E+02
  1095   0.131588E+04   0.249422E+02  -0.937645E+02
  1096   0.131922E+04   0.246266E+02  -0.933142E+02
  1097   0.132251E+04   0.243131E+02  -0.928394E+02
  1098   0.132576E+04   0.240017E+02  -0.923409E+02
  1099   0.132895E+04   0.236926E+02  -0.918184E+02
  1100   0.133210E+04   0.233859E+02  -0.912727E+02
  1101   0.133517E+04   0.230815E+02  -0.907030E+02
  1102   0.133820E+04   0.227796E+02  -0.901106E+02
  1103   0.134116E+04   0.224805E+02  -0.894949E+02
  1104   0.134407E+04   0.221841E+02  -0.888572E+02
  1105   0.134691E+04   0.218905E+02  -0.881976E+02
  1106   0.134968E+04   0.216000E+02  -0.875165E+02
  1107   0.135239E+04   0.213125E+02  -0.868142E+02
  1108   0.135503E+04   0.210281E+02  -0.860912E+02
  1109   0.135760E+04   0.207471E+02  -0.853479E+02
  1110   0.136009E+04   0.204695E+02  -0.845847E+02
  1111   0.136251E+04   0.201955E+02  -0.838021E+02
  1112   0.136486E+04   0.199249E+02  -0.830003E+02
  1113   0.136713E+04   0.196581E+02  -0.821800E+02
  1114   0.136933E+04   0.193951E+02  -0.813415E+02
  1115   0.137144E+04   0.191359E+02  -0.804851E+02
  1116   0.137347E+04   0.188808E+02  -0.796116E+02
  1117   0.137543E+04   0.186296E+02  -0.787211E+02
  1118   0.137730E+04   0.183826E+02  -0.778141E+02
  1119   0.137908E+04   0.181399E+02  -0.768911E+02
  1120   0.138078E+04   0.179014E+02  -0.759525E+02
  1121   0.138239E+04   0.176674E+02  -0.749987E+02
  1122   0.138391E+04   0.174377E+02  -0.740303E+02
  1123   0.138534E+04   0.172126E+02  -0.730475E+02
  1124   0.138668E+04   0.169922E+02  -0.720508E+02
  1125   0.138793E+04   0.167764E+02  -0.710407E+02
  1126   0.138908E+04   0.165653E+02  -0.700178E+02
  1127   0.139014E+04   0.163590E+02  -0.689825E+02
  1128   0.139111E+04   0.161577E+02  -0.679353E+02
  1129   0.139198E+04   0.159614E+02  -0.668768E+02
  1130   0.139276E+04   0.157700E+02  -0.658074E+02
  1131   0.139344E+04   0.155837E+02  -0.647276E+02
  1132   0.139402E+04   0.154026E+02  -0.636379E+02
  1133   0.139451E+04   0.152267E+02  -0.625387E+02
  1134   0.139490E+04   0.150560E+02  -0.614306E+02
  1135   0.139519E+04   0.148905E+02  -0.603138E+02
  1136   0.139538E+04   0.147304E+02  -0.591889E+02
  1137   0.139547E+04   0.145757E+02  -0.580563E+02
  1138   0.139546E+04   0.144264E+02  -0.569165E+02
  1139   0.139536E+04   0.142825E+02  -0.557699E+02
  1140   0.139514E+04   0.141442E+02  -0.546169E+02
  1141   0.139483E+04   0.140113E+02  -0.534582E+02
  1142   0.139441E+04   0.138839E+02  -0.522942E+02
  1143   0.139389E+04   0.137622E+02  -0.511253E+02
  1144   0.139327E+04   0.136461E+02  -0.499520E+02
  1145   0.139254E+04   0.135356E+02  -0.487747E+02
  1146   0.139171E+04   0.134309E+02  -0.475941E+02
  1147   0.139078E+04   0.133318E+02  -0.464103E+02
  1148   0.138975E+04   0.132384E+02  -0.452240E+02
  1149   0.138861E+04   0.131507E+02  -0.440355E+02
  1150   0.138736E+04   0.130687E+02  -0.428453E+02
  1151   0.138601E+04   0.129925E+02  -0.416539E+02
  1152   0.138456E+04   0.129220E+02  -0.404617E+02
  1153   0.138302E+04   0.128572E+02  -0.392693E+02
  1154   0.138136E+04   0.127983E+02  -0.380772E+02
  1155   0.137960E+04   0.127450E+02  -0.368860E+02
  1156   0.137774E+04   0.126975E+02  -0.356962E+02
  1157   0.137579E+04   0.126557E+02  -0.345083E+02
  1158   0.137373E+04   0.126196E+02  -0.333229E+02
  1159   0.137158E+04   0.125892E+02  -0.321404E+02
  1160   0.136933E+04   0.125646E+02  -0.309614E+02
  1161   0.136699E+04   0.125456E+02  -0.297864E+02
  1162   0.136455E+04   0.125323E+02  -0.286158E+02
  1163   0.136201E+04   0.125245E+02  -0.274500E+02
  1164   0.135938E+04   0.125225E+02  -0.262897E+02
  1165   0.135666E+04   0.125260E+02  -0.251352E+02
  1166   0.135384E+04   0.125351E+02  -0.239871E+02
  1167   0.135093E+04   0.125497E+02  -0.228457E+02
  1168   0.134793E+04   0.125698E+02  -0.217115E+02
  1169   0.134484E+04   0.125955E+02  -0.205851E+02
  1170   0.134166E+04   0.126265E+02  -0.194668E+02
  1171   0.133840E+04   0.126630E+02  -0.183571E+02
  1172   0.133505E+04   0.127048E+02  -0.172564E+02
  1173   0.133161E+04   0.127520E+02  -0.161652E+02
  1174   0.132809E+04   0.128044E+02  -0.150839E+02
  1175   0.132448E+04   0.128622E+02  -0.140129E+02
  1176   0.132079E+04   0.129251E+02  -0.129526E+02
  1177   0.131702E+04   0.129931E+02  -0.119034E+02
  1178   0.131317E+04   0.130664E+02  -0.108657E+02
  1179   0.130924E+04   0.131447E+02  -0.983991E+01
  1180   0.130523E+04   0.132279E+02  -0.882637E+01
  1181   0.130115E+04   0.133162E+02  -0.782548E+01
  1182   0.129699E+04   0.134093E+02  -0.683760E+01
  1183   0.129276E+04   0.135073E+02  -0.586311E+01
  1184   0.128845E+04   0.136102E+02  -0.490235E+01
  1185   0.128407E+04   0.137177E+02  -0.395570E+01
  1186   0.127962E+04   0.138299E+02  -0.302352E+01
  1187   0.127510E+04   0.139467E+02  -0.210615E+01
  1188   0.127052E+04   0.140681E+02  -0.120390E+01
  1189   0.126587E+04   0.141939E+02  -0.317073E+00
  1190   0.126114E+04   0.143242E+02   0.554055E+00
  1191   0.125636E+04   0.144588E+02   0.140919E+01
  1192   0.125151E+04   0.145978E+02   0.224804E+01
  1193   0.124661E+04   0.147410E+02   0.307032E+01
  1194   0.124164E+04   0.148882E+02   0.387574E+01
  1195   0.123662E+04   0.150396E+02   0.466406E+01
  1196   0.123154E+04   0.151949E+02   0.543503E+01
  1197   0.122641E+04   0.153543E+02   0.618842E+01
  1198   0.122122E+04   0.155174E+02   0.692399E+01
  1199   0.121599E+04   0.156844E+02   0.764142E+01
  1200   0.121070E+04   0.158550E+02   0.834063E+01
  1201   0.120536E+04   0.160293E+02   0.902122E+01
  1202   0.119998E+04   0.162071E+02   0.968316E+01
  1203   0.119454E+04   0.163883E+02   0.103261E+02
  1204   0.118907E+04   0.165729E+02   0.109501E+02
  1205   0.118356E+04   0.167607E+02   0.115547E+02
  1206   0.117800E+04   0.169516E+02   0.121399E+02
  1207   0.117241E+04   0.171455E+02   0.127055E+02
  1208   0.116678E+04   0.173424E+02   0.132512E+02
  1209   0.116113E+04   0.175421E+02   0.137771E+02
  1210   0.115544E+04   0.177445E+02   0.142829E+02
  1211   0.114971E+04   0.179495E+02   0.147686E+02
  1212   0.114397E+04   0.181570E+02   0.152341E+02
  1213   0.113819E+04   0.183669E+02   0.156791E+02
  1214   0.113240E+04   0.185792E+02   0.161037E+02
  1215   0.112659E+04   0.187936E+02   0.165077E+02
  1216   0.112075E+04   0.190102E+02   0.168910E+02
  1217   0.111489E+04   0.192287E+02   0.172535E+02
  1218   0.110903E+04   0.194491E+02   0.175952E+02
  1219   0.110314E+04   0.196712E+02   0.179158E+02
  1220   0.109724E+04   0.198950E+02   0.182156E+02
  1221   0.109134E+04   0.201203E+02   0.184942E+02
  1222   0.108542E+04   0.203471E+02   0.187516E+02
  1223   0.107951E+04   0.205751E+02   0.189879E+02
  1224   0.107358E+04   0.208045E+02   0.192030E+02
  1225   0.106765E+04   0.210349E+02   0.193971E+02
  1226   0.106172E+04   0.212664E+02   0.195700E+02
  1227   0.105579E+04   0.214988E+02   0.197218E+02
  1228   0.104987E+04   0.217320E+02   0.198526E+02
  1229   0.104395E+04   0.219660E+02   0.199624E+02
  1230   0.103804E+04   0.222006E+02   0.200511E+02
  1231   0.103214E+04   0.224357E+02   0.201188E+02
  1232   0.102624E+04   0.226713E+02   0.201657E+02
  1233   0.102037E+04   0.229071E+02   0.201915E+02
  1234   0.101450E+04   0.231431E+02   0.201965E+02
  1235   0.100865E+04   0.233793E+02   0.201806E+02
  1236   0.100281E+04   0.236155E+02   0.201439E+02
  1237   0.996995E+03   0.238514E+02   0.200865E+02
  1238   0.991198E+03   0.240873E+02   0.200084E+02
  1239   0.985423E+03   0.243228E+02   0.199097E+02
  1240   0.979668E+03   0.245578E+02   0.197906E+02
  1241   0.973942E+03   0.247924E+02   0.196512E+02
  1242   0.968245E+03   0.250264E+02   0.194915E+02
  1243   0.962569E+03   0.252597E+02   0.193116E+02
  1244   0.956923E+03   0.254922E+02   0.191117E+02
  1245   0.951306E+03   0.257237E+02   0.188918E+02
  1246   0.945727E+03   0.259543E+02   0.186522E+02
  1247   0.940177E+03   0.261838E+02   0.183929E+02
  1248   0.934665E+03   0.264121E+02   0.181141E+02
  1249   0.929184E+03   0.266390E+02   0.178159E+02
  1250   0.923748E+03   0.268646E+02   0.174983E+02
  1251   0.918343E+03   0.270888E+02   0.171618E+02
  1252   0.912976E+03   0.273114E+02   0.168064E+02
  1253   0.907656E+03   0.275323E+02   0.164325E+02
  1254   0.902376E+03   0.277516E+02   0.160403E+02
  1255   0.897143E+03   0.279690E+02   0.156303E+02
  1256   0.891959E+03   0.281845E+02   0.152026E+02
  1257   0.886822E+03   0.283979E+02   0.147575E+02
  1258   0.881735E+03   0.286094E+02   0.142953E+02
  1259   0.876689E+03   0.288185E+02   0.138164E+02
  1260   0.871708E+03   0.290255E+02   0.133209E+02
  1261   0.866770E+03   0.292300E+02   0.128092E+02
  1262   0.861890E+03   0.294321E+02   0.122815E+02
  1263   0.857068E+03   0.296316E+02   0.117382E+02
  1264   0.852298E+03   0.298285E+02   0.111795E+02
  1265   0.847587E+03   0.300226E+02   0.106058E+02
  1266   0.842929E+03   0.302139E+02   0.100174E+02
  1267   0.838338E+03   0.304023E+02   0.941452E+01
  1268   0.833808E+03   0.305878E+02   0.879760E+01
  1269   0.829340E+03   0.307702E+02   0.816695E+01
  1270   0.824933E+03   0.309495E+02   0.752285E+01
  1271   0.820588E+03   0.311256E+02   0.686571E+01
  1272   0.816313E+03   0.312984E+02   0.619574E+01
  1273   0.812101E+03   0.314679E+02   0.551342E+01
  1274   0.807952E+03   0.316340E+02   0.481896E+01
  1275   0.803874E+03   0.317966E+02   0.411278E+01
  1276   0.799864E+03   0.319557E+02   0.339515E+01
  1277   0.795924E+03   0.321113E+02   0.266643E+01
  1278   0.792053E+03   0.322631E+02   0.192703E+01
  1279   0.788252E+03   0.324112E+02   0.117716E+01
  1280   0.784523E+03   0.325556E+02   0.417239E+00
  1281   0.780866E+03   0.326959E+02  -0.352462E+00
  1282   0.777280E+03   0.328325E+02  -0.113152E+01
  1283   0.773768E+03   0.329650E+02  -0.191966E+01
  1284   0.770328E+03   0.330934E+02  -0.271645E+01
  1285   0.766963E+03   0.332178E+02  -0.352163E+01
  1286   0.763672E+03   0.333379E+02  -0.433485E+01
  1287   0.760456E+03   0.334540E+02  -0.515575E+01
  1288   0.757315E+03   0.335657E+02  -0.598392E+01
  1289   0.754250E+03   0.336732E+02  -0.681900E+01
  1290   0.751262E+03   0.337764E+02  -0.766072E+01
  1291   0.748350E+03   0.338752E+02  -0.850867E+01
  1292   0.745514E+03   0.339698E+02  -0.936256E+01
  1293   0.742756E+03   0.340600E+02  -0.102219E+02
  1294   0.740077E+03   0.341456E+02  -0.110866E+02
  1295   0.737474E+03   0.342269E+02  -0.119560E+02
  1296   0.734949E+03   0.343036E+02  -0.128301E+02
  1297   0.732502E+03   0.343758E+02  -0.137083E+02
  1298   0.730133E+03   0.344434E+02  -0.145904E+02
  1299   0.727843E+03   0.345063E+02  -0.154761E+02
  1300   0.725630E+03   0.345647E+02  -0.163649E+02
  1301   0.723496E+03   0.346183E+02  -0.172567E+02
  1302   0.721440E+03   0.346674E+02  -0.181509E+02
  1303   0.719461E+03   0.347118E+02  -0.190472E+02
  1304   0.717560E+03   0.347514E+02  -0.199450E+02
  1305   0.715737E+03   0.347864E+02  -0.208442E+02
  1306   0.713991E+03   0.348168E+02  -0.217440E+02
  1307   0.712322E+03   0.348424E+02  -0.226443E+02
  1308   0.710730E+03   0.348634E+02  -0.235446E+02
  1309   0.709214E+03   0.348796E+02  -0.244445E+02
  1310   0.707774E+03   0.348912E+02  -0.253434E+02
  1311   0.706409E+03   0.348980E+02  -0.262412E+02
  1312   0.705120E+03   0.349001E+02  -0.271373E+02
  1313   0.703905E+03   0.348974E+02  -0.280314E+02
  1314   0.702765E+03   0.348900E+02  -0.289230E+02
  1315   0.701698E+03   0.348780E+02  -0.298118E+02
  1316   0.700704E+03   0.348612E+02  -0.306975E+02
  1317   0.699783E+03   0.348399E+02  -0.315796E+02
  1318   0.698934E+03   0.348139E+02  -0.324578E+02
  1319   0.698157E+03   0.347834E+02  -0.333317E+02
  1320   0.697451E+03   0.347483E+02  -0.342010E+02
  1321   0.696815E+03   0.347087E+02  -0.350653E+02
  1322   0.696250E+03   0.346646E+02  -0.359242E+02
  1323   0.695754E+03   0.346160E+02  -0.367774E+02
  1324   0.695326E+03   0.345629E+02  -0.376246E+02
  1325   0.694966E+03   0.345053E+02  -0.384654E+02
  1326   0.694673E+03   0.344433E+02  -0.392994E+02
  1327   0.694447E+03   0.343768E+02  -0.401264E+02
  1328   0.694286E+03   0.343059E+02  -0.409459E+02
  1329   0.694190E+03   0.342306E+02  -0.417577E+02
  1330   0.694158E+03   0.341511E+02  -0.425616E+02
  1331   0.694189E+03   0.340672E+02  -0.433571E+02
  1332   0.694282E+03   0.339790E+02  -0.441439E+02
  1333   0.694438E+03   0.338866E+02  -0.449219E+02
  1334   0.694654E+03   0.337900E+02  -0.456906E+02
  1335   0.694929E+03   0.336892E+02  -0.464497E+02
  1336   0.695264E+03   0.335844E+02  -0.471991E+02
  1337   0.695657E+03   0.334754E+02  -0.479384E+02
  1338   0.696107E+03   0.333625E+02  -0.486674E+02
  1339   0.696614E+03   0.332454E+02  -0.493857E+02
  1340   0.697176E+03   0.331245E+02  -0.500932E+02
  1341   0.697792E+03   0.329996E+02  -0.507896E+02
  1342   0.698462E+03   0.328709E+02  -0.514746E+02
  1343   0.699185E+03   0.327383E+02  -0.521480E+02
  1344   0.699958E+03   0.326019E+02  -0.528095E+02
  1345   0.700782E+03   0.324618E+02  -0.534588E+02
  1346   0.701656E+03   0.323179E+02  -0.540959E+02
  1347   0.702578E+03   0.321704E+02  -0.547203E+02
  1348   0.703547E+03   0.320191E+02  -0.553320E+02
  1349   0.704563E+03   0.318644E+02  -0.559305E+02
  1350   0.705624E+03   0.317062E+02  -0.565160E+02
  1351   0.706730E+03   0.315445E+02  -0.570882E+02
  1352   0.707878E+03   0.313794E+02  -0.576468E+02
  1353   0.709071E+03   0.312110E+02  -0.581919E+02
  1354   0.710298E+03   0.310396E+02  -0.587231E+02
  1355   0.711570E+03   0.308650E+02  -0.592404E+02
  1356   0.712880E+03   0.306874E+02  -0.597434E+02
  1357   0.714227E+03   0.305070E+02  -0.602322E+02
  1358   0.715611E+03   0.303235E+02  -0.607065E+02
  1359   0.717025E+03   0.301374E+02  -0.611662E+02
  1360   0.718469E+03   0.299485E+02  -0.616110E+02
  1361   0.719943E+03   0.297570E+02  -0.620408E+02
  1362   0.721454E+03   0.295629E+02  -0.624556E+02
  1363   0.722986E+03   0.293664E+02  -0.628550E+02
  1364   0.724548E+03   0.291674E+02  -0.632391E+02
  1365   0.726140E+03   0.289662E+02  -0.636078E+02
  1366   0.727746E+03   0.287627E+02  -0.639609E+02
  1367   0.729380E+03   0.285571E+02  -0.642983E+02
  1368   0.731037E+03   0.283494E+02  -0.646199E+02
  1369   0.732708E+03   0.281397E+02  -0.649256E+02
  1370   0.734407E+03   0.279283E+02  -0.652154E+02
  1371   0.736113E+03   0.277149E+02  -0.654892E+02
  1372   0.737840E+03   0.274998E+02  -0.657469E+02
  1373   0.739581E+03   0.272831E+02  -0.659885E+02
  1374   0.741336E+03   0.270649E+02  -0.662140E+02
  1375   0.743097E+03   0.268452E+02  -0.664233E+02
  1376   0.744871E+03   0.266242E+02  -0.666162E+02
  1377   0.746659E+03   0.264018E+02  -0.667928E+02
  1378   0.748452E+03   0.261783E+02  -0.669531E+02
  1379   0.750252E+03   0.259536E+02  -0.670970E+02
  1380   0.752050E+03   0.257278E+02  -0.672243E+02
  1381   0.753860E+03   0.255010E+02  -0.673352E+02
  1382   0.755669E+03   0.252734E+02  -0.674295E+02
  1383   0.757476E+03   0.250448E+02  -0.675072E+02
  1384   0.759281E+03   0.248155E+02  -0.675684E+02
  1385   0.761091E+03   0.245856E+02  -0.676130E+02
  1386   0.762899E+03   0.243551E+02  -0.676412E+02
  1387   0.764698E+03   0.241241E+02  -0.676530E+02
  1388   0.766493E+03   0.238927E+02  -0.676485E+02
  1389   0.768279E+03   0.236610E+02  -0.676276E+02
  1390   0.770063E+03   0.234290E+02  -0.675906E+02
  1391   0.771836E+03   0.231969E+02  -0.675374E+02
  1392   0.773599E+03   0.229648E+02  -0.674680E+02
  1393   0.775359E+03   0.227327E+02  -0.673826E+02
  1394   0.777102E+03   0.225005E+02  -0.672810E+02
  1395   0.778827E+03   0.222686E+02  -0.671635E+02
  1396   0.780541E+03   0.220368E+02  -0.670299E+02
  1397   0.782244E+03   0.218053E+02  -0.668804E+02
  1398   0.783922E+03   0.215742E+02  -0.667150E+02
  1399   0.785590E+03   0.213435E+02  -0.665338E+02
  1400   0.787231E+03   0.211133E+02  -0.663371E+02
  1401   0.788862E+03   0.208837E+02  -0.661248E+02
  1402   0.790466E+03   0.206547E+02  -0.658971E+02
  1403   0.792051E+03   0.204264E+02  -0.656543E+02
  1404   0.793617E+03   0.201990E+02  -0.653964E+02
  1405   0.795156E+03   0.199725E+02  -0.651236E+02
  1406   0.796667E+03   0.197470E+02  -0.648361E+02
  1407   0.798151E+03   0.195225E+02  -0.645341E+02
  1408   0.799614E+03   0.192993E+02  -0.642176E+02
  1409   0.801041E+03   0.190772E+02  -0.638870E+02
  1410   0.802446E+03   0.188565E+02  -0.635424E+02
  1411   0.803815E+03   0.186371E+02  -0.631839E+02
  1412   0.805154E+03   0.184192E+02  -0.628118E+02
  1413   0.806457E+03   0.182029E+02  -0.624262E+02
  1414   0.807729E+03   0.179882E+02  -0.620276E+02
  1415   0.808963E+03   0.177752E+02  -0.616160E+02
  1416   0.810166E+03   0.175640E+02  -0.611917E+02
  1417   0.811331E+03   0.173547E+02  -0.607549E+02
  1418   0.812464E+03   0.171473E+02  -0.603059E+02
  1419   0.813558E+03   0.169419E+02  -0.598449E+02
  1420   0.814612E+03   0.167386E+02  -0.593721E+02
  1421   0.815627E+03   0.165374E+02  -0.588878E+02
  1422   0.816601E+03   0.163384E+02  -0.583921E+02
  1423   0.817542E+03   0.161417E+02  -0.578852E+02
  1424   0.818435E+03   0.159473E+02  -0.573675E+02
  1425   0.819286E+03   0.157554E+02  -0.568390E+02
  1426   0.820096E+03   0.155659E+02  -0.563002E+02
  1427   0.820856E+03   0.153788E+02  -0.557511E+02
  1428   0.821574E+03   0.151944E+02  -0.551920E+02
  1429   0.822250E+03   0.150125E+02  -0.546232E+02
  1430   0.822882E+03   0.148334E+02  -0.540449E+02
  1431   0.823464E+03   0.146570E+02  -0.534574E+02
  1432   0.824003E+03   0.144835E+02  -0.528609E+02
  1433   0.824489E+03   0.143127E+02  -0.522556E+02
  1434   0.824932E+03   0.141448E+02  -0.516418E+02
  1435   0.825323E+03   0.139799E+02  -0.510198E+02
  1436   0.825668E+03   0.138180E+02  -0.503897E+02
  1437   0.825961E+03   0.136590E+02  -0.497519E+02
  1438   0.826201E+03   0.135032E+02  -0.491066E+02
  1439   0.826395E+03   0.133505E+02  -0.484541E+02
  1440   0.826543E+03   0.132009E+02  -0.477945E+02
  1441   0.826636E+03   0.130546E+02  -0.471281E+02
  1442   0.826676E+03   0.129114E+02  -0.464553E+02
  1443   0.826660E+03   0.127715E+02  -0.457761E+02
  1444   0.826597E+03   0.126350E+02  -0.450909E+02
  1445   0.826478E+03   0.125018E+02  -0.443999E+02
  1446   0.826304E+03   0.123719E+02  -0.437033E+02
  1447   0.826081E+03   0.122454E+02  -0.430015E+02
  1448   0.825802E+03   0.121224E+02  -0.422946E+02
  1449   0.825466E+03   0.120029E+02  -0.415830E+02
  1450   0.825080E+03   0.118868E+02  -0.408668E+02
  1451   0.824645E+03   0.117742E+02  -0.401464E+02
  1452   0.824152E+03   0.116651E+02  -0.394221E+02
  1453   0.823600E+03   0.115596E+02  -0.386943E+02
  1454   0.822998E+03   0.114577E+02  -0.379632E+02
  1455   0.822345E+03   0.113594E+02  -0.372292E+02
  1456   0.821641E+03   0.112647E+02  -0.364925E+02
  1457   0.820885E+03   0.111736E+02  -0.357535E+02
  1458   0.820069E+03   0.110861E+02  -0.350125E+02
  1459   0.819202E+03   0.110023E+02  -0.342697E+02
  1460   0.818282E+03   0.109222E+02  -0.335256E+02
  1461   0.817309E+03   0.108457E+02  -0.327803E+02
  1462   0.816283E+03   0.107728E+02  -0.320343E+02
  1463   0.815204E+03   0.107037E+02  -0.312879E+02
  1464   0.814072E+03   0.106382E+02  -0.305412E+02
  1465   0.812885E+03   0.105764E+02  -0.297945E+02
  1466   0.811652E+03   0.105184E+02  -0.290484E+02
  1467   0.810365E+03   0.104639E+02  -0.283030E+02
  1468   0.809030E+03   0.104133E+02  -0.275586E+02
  1469   0.807640E+03   0.103662E+02  -0.268155E+02
  1470   0.806195E+03   0.103229E+02  -0.260739E+02
  1471   0.804710E+03   0.102833E+02  -0.253343E+02
  1472   0.803169E+03   0.102473E+02  -0.245968E+02
  1473   0.801571E+03   0.102150E+02  -0.238617E+02
  1474   0.799933E+03   0.101864E+02  -0.231294E+02
  1475   0.798237E+03   0.101614E+02  -0.224001E+02
  1476   0.796500E+03   0.101402E+02  -0.216739E+02
  1477   0.794713E+03   0.101225E+02  -0.209514E+02
  1478   0.792876E+03   0.101083E+02  -0.202326E+02
  1479   0.790996E+03   0.100979E+02  -0.195178E+02
  1480   0.789065E+03   0.100910E+02  -0.188074E+02
  1481   0.787092E+03   0.100878E+02  -0.181015E+02
  1482   0.785067E+03   0.100880E+02  -0.174004E+02
  1483   0.782998E+03   0.100918E+02  -0.167043E+02
  1484   0.780892E+03   0.100992E+02  -0.160135E+02
  1485   0.778735E+03   0.101100E+02  -0.153283E+02
  1486   0.776540E+03   0.101243E+02  -0.146487E+02
  1487   0.774292E+03   0.101420E+02  -0.139751E+02
  1488   0.772007E+03   0.101633E+02  -0.133078E+02
  1489   0.769684E+03   0.101878E+02  -0.126468E+02
  1490   0.767310E+03   0.102158E+02  -0.119925E+02
  1491   0.764899E+03   0.102471E+02  -0.113450E+02
  1492   0.762446E+03   0.102818E+02  -0.107045E+02
  1493   0.759954E+03   0.103197E+02  -0.100713E+02
  1494   0.757422E+03   0.103609E+02  -0.944554E+01
  1495   0.754850E+03   0.104053E+02  -0.882746E+01
  1496   0.752240E+03   0.104530E+02  -0.821724E+01
  1497   0.749592E+03   0.105037E+02  -0.761502E+01
