#    L    TT             EE             TE             PP             TP          
  1523   0.623642E+03   0.143367E+02   0.118211E+02   0.149260E+06   0.265919E+02
  1524   0.619974E+03   0.144712E+02   0.119964E+02   0.149093E+06   0.263420E+02
  1525   0.616307E+03   0.146063E+02   0.121592E+02   0.148925E+06   0.260923E+02
  1526   0.612640E+03   0.147421E+02   0.123095E+02   0.148758E+06   0.258429E+02
  1527   0.608975E+03   0.148785E+02   0.124474E+02   0.148592E+06   0.255939E+02
  1528   0.605313E+03   0.150154E+02   0.125728E+02   0.148425E+06   0.253452E+02
  1529   0.601655E+03   0.151528E+02   0.126859E+02   0.148259E+06   0.250969E+02
  1530   0.598001E+03   0.152905E+02   0.127864E+02   0.148093E+06   0.248491E+02
  1531   0.594353E+03   0.154286E+02   0.128745E+02   0.147928E+06   0.246018E+02
  1532   0.590710E+03   0.155670E+02   0.129502E+02   0.147762E+06   0.243550E+02
  1533   0.587075E+03   0.157055E+02   0.130135E+02   0.147597E+06   0.241088E+02
  1534   0.583449E+03   0.158441E+02   0.130646E+02   0.147432E+06   0.238633E+02
  1535   0.579830E+03   0.159829E+02   0.131034E+02   0.147268E+06   0.236185E+02
  1536   0.576222E+03   0.161216E+02   0.131298E+02   0.147104E+06   0.233743E+02
  1537   0.572624E+03   0.162602E+02   0.131441E+02   0.146940E+06   0.231310E+02
  1538   0.569038E+03   0.163987E+02   0.131462E+02   0.146776E+06   0.228884E+02
  1539   0.565464E+03   0.165369E+02   0.131362E+02   0.146613E+06   0.226467E+02
  1540   0.561903E+03   0.166750E+02   0.131143E+02   0.146449E+06   0.224059E+02
  1541   0.558356E+03   0.168127E+02   0.130804E+02   0.146287E+06   0.221660E+02
  1542   0.554825E+03   0.169500E+02   0.130347E+02   0.146124E+06   0.219271E+02
  1543   0.551309E+03   0.170869E+02   0.129772E+02   0.145962E+06   0.216892E+02
  1544   0.547811E+03   0.172233E+02   0.129080E+02   0.145800E+06   0.214524E+02
  1545   0.544329E+03   0.173591E+02   0.128273E+02   0.145638E+06   0.212167E+02
  1546   0.540867E+03   0.174942E+02   0.127351E+02   0.145476E+06   0.209821E+02
  1547   0.537424E+03   0.176287E+02   0.126315E+02   0.145315E+06   0.207488E+02
  1548   0.534000E+03   0.177625E+02   0.125166E+02   0.145154E+06   0.205167E+02
  1549   0.530597E+03   0.178954E+02   0.123905E+02   0.144993E+06   0.202858E+02
  1550   0.527216E+03   0.180275E+02   0.122533E+02   0.144833E+06   0.200563E+02
  1551   0.523857E+03   0.181586E+02   0.121050E+02   0.144672E+06   0.198282E+02
  1552   0.520520E+03   0.182887E+02   0.119459E+02   0.144512E+06   0.196015E+02
  1553   0.517207E+03   0.184177E+02   0.117761E+02   0.144353E+06   0.193762E+02
  1554   0.513918E+03   0.185457E+02   0.115956E+02   0.144193E+06   0.191523E+02
  1555   0.510654E+03   0.186725E+02   0.114046E+02   0.144034E+06   0.189299E+02
  1556   0.507415E+03   0.187980E+02   0.112032E+02   0.143875E+06   0.187091E+02
  1557   0.504203E+03   0.189224E+02   0.109917E+02   0.143717E+06   0.184898E+02
  1558   0.501018E+03   0.190453E+02   0.107700E+02   0.143558E+06   0.182721E+02
  1559   0.497861E+03   0.191670E+02   0.105385E+02   0.143400E+06   0.180561E+02
  1560   0.494732E+03   0.192872E+02   0.102971E+02   0.143242E+06   0.178416E+02
  1561   0.491631E+03   0.194059E+02   0.100462E+02   0.143085E+06   0.176289E+02
  1562   0.488561E+03   0.195231E+02   0.978573E+01   0.142927E+06   0.174179E+02
  1563   0.485519E+03   0.196387E+02   0.951599E+01   0.142770E+06   0.172086E+02
  1564   0.482510E+03   0.197527E+02   0.923712E+01   0.142613E+06   0.170010E+02
  1565   0.479531E+03   0.198651E+02   0.894932E+01   0.142457E+06   0.167953E+02
  1566   0.476585E+03   0.199757E+02   0.865267E+01   0.142300E+06   0.165914E+02
  1567   0.473671E+03   0.200846E+02   0.834739E+01   0.142144E+06   0.163894E+02
  1568   0.470789E+03   0.201916E+02   0.803355E+01   0.141989E+06   0.161893E+02
  1569   0.467942E+03   0.202968E+02   0.771146E+01   0.141833E+06   0.159911E+02
  1570   0.465127E+03   0.204001E+02   0.738125E+01   0.141678E+06   0.157949E+02
  1571   0.462348E+03   0.205014E+02   0.704303E+01   0.141523E+06   0.156006E+02
  1572   0.459603E+03   0.206007E+02   0.669699E+01   0.141368E+06   0.154084E+02
  1573   0.456893E+03   0.206980E+02   0.634335E+01   0.141213E+06   0.152182E+02
  1574   0.454219E+03   0.207931E+02   0.598231E+01   0.141059E+06   0.150301E+02
  1575   0.451581E+03   0.208862E+02   0.561406E+01   0.140905E+06   0.148441E+02
  1576   0.448980E+03   0.209772E+02   0.523882E+01   0.140751E+06   0.146603E+02
  1577   0.446416E+03   0.210660E+02   0.485678E+01   0.140598E+06   0.144786E+02
  1578   0.443889E+03   0.211526E+02   0.446818E+01   0.140444E+06   0.142992E+02
  1579   0.441401E+03   0.212369E+02   0.407318E+01   0.140291E+06   0.141219E+02
  1580   0.438951E+03   0.213190E+02   0.367199E+01   0.140138E+06   0.139470E+02
  1581   0.436539E+03   0.213987E+02   0.326481E+01   0.139986E+06   0.137743E+02
  1582   0.434167E+03   0.214762E+02   0.285182E+01   0.139834E+06   0.136040E+02
  1583   0.431834E+03   0.215513E+02   0.243322E+01   0.139682E+06   0.134361E+02
  1584   0.429539E+03   0.216240E+02   0.200919E+01   0.139530E+06   0.132705E+02
  1585   0.427284E+03   0.216942E+02   0.157993E+01   0.139378E+06   0.131074E+02
  1586   0.425070E+03   0.217619E+02   0.114561E+01   0.139227E+06   0.129467E+02
  1587   0.422895E+03   0.218272E+02   0.706467E+00   0.139076E+06   0.127885E+02
  1588   0.420760E+03   0.218898E+02   0.262692E+00   0.138925E+06   0.126328E+02
  1589   0.418666E+03   0.219500E+02  -0.185510E+00   0.138774E+06   0.124797E+02
  1590   0.416613E+03   0.220076E+02  -0.637932E+00   0.138624E+06   0.123291E+02
  1591   0.414600E+03   0.220625E+02  -0.109437E+01   0.138474E+06   0.121812E+02
  1592   0.412628E+03   0.221149E+02  -0.155460E+01   0.138324E+06   0.120358E+02
  1593   0.410697E+03   0.221646E+02  -0.201845E+01   0.138174E+06   0.118932E+02
  1594   0.408807E+03   0.222116E+02  -0.248567E+01   0.138025E+06   0.117533E+02
  1595   0.406959E+03   0.222559E+02  -0.295608E+01   0.137876E+06   0.116161E+02
  1596   0.405151E+03   0.222975E+02  -0.342945E+01   0.137727E+06   0.114817E+02
  1597   0.403385E+03   0.223364E+02  -0.390559E+01   0.137578E+06   0.113500E+02
  1598   0.401661E+03   0.223726E+02  -0.438426E+01   0.137430E+06   0.112212E+02
  1599   0.399977E+03   0.224060E+02  -0.486527E+01   0.137282E+06   0.110953E+02
  1600   0.398336E+03   0.224366E+02  -0.534840E+01   0.137134E+06   0.109722E+02
  1601   0.396736E+03   0.224645E+02  -0.583345E+01   0.136986E+06   0.108521E+02
  1602   0.395177E+03   0.224896E+02  -0.632023E+01   0.136839E+06   0.107348E+02
  1603   0.393660E+03   0.225118E+02  -0.680853E+01   0.136692E+06   0.106203E+02
  1604   0.392183E+03   0.225313E+02  -0.729814E+01   0.136545E+06   0.105087E+02
  1605   0.390749E+03   0.225479E+02  -0.778890E+01   0.136398E+06   0.103997E+02
  1606   0.389354E+03   0.225616E+02  -0.828055E+01   0.136251E+06   0.102935E+02
  1607   0.388002E+03   0.225725E+02  -0.877287E+01   0.136105E+06   0.101899E+02
  1608   0.386689E+03   0.225805E+02  -0.926576E+01   0.135959E+06   0.100889E+02
  1609   0.385418E+03   0.225857E+02  -0.975887E+01   0.135813E+06   0.999039E+01
  1610   0.384187E+03   0.225880E+02  -0.102521E+02   0.135668E+06   0.989441E+01
  1611   0.382997E+03   0.225875E+02  -0.107451E+02   0.135522E+06   0.980089E+01
  1612   0.381848E+03   0.225842E+02  -0.112378E+02   0.135377E+06   0.970977E+01
  1613   0.380738E+03   0.225781E+02  -0.117299E+02   0.135232E+06   0.962102E+01
  1614   0.379668E+03   0.225692E+02  -0.122212E+02   0.135088E+06   0.953457E+01
  1615   0.378639E+03   0.225576E+02  -0.127114E+02   0.134943E+06   0.945038E+01
  1616   0.377649E+03   0.225432E+02  -0.132006E+02   0.134799E+06   0.936842E+01
  1617   0.376698E+03   0.225260E+02  -0.136883E+02   0.134655E+06   0.928862E+01
  1618   0.375787E+03   0.225060E+02  -0.141745E+02   0.134511E+06   0.921095E+01
  1619   0.374914E+03   0.224832E+02  -0.146589E+02   0.134368E+06   0.913536E+01
  1620   0.374080E+03   0.224577E+02  -0.151414E+02   0.134225E+06   0.906179E+01
  1621   0.373284E+03   0.224294E+02  -0.156218E+02   0.134082E+06   0.899021E+01
  1622   0.372526E+03   0.223984E+02  -0.160998E+02   0.133939E+06   0.892057E+01
  1623   0.371806E+03   0.223646E+02  -0.165753E+02   0.133796E+06   0.885282E+01
  1624   0.371122E+03   0.223281E+02  -0.170481E+02   0.133654E+06   0.878690E+01
  1625   0.370476E+03   0.222890E+02  -0.175181E+02   0.133512E+06   0.872279E+01
  1626   0.369867E+03   0.222472E+02  -0.179850E+02   0.133370E+06   0.866042E+01
  1627   0.369293E+03   0.222027E+02  -0.184487E+02   0.133228E+06   0.859975E+01
  1628   0.368755E+03   0.221556E+02  -0.189088E+02   0.133087E+06   0.854074E+01
  1629   0.368253E+03   0.221059E+02  -0.193654E+02   0.132946E+06   0.848334E+01
  1630   0.367786E+03   0.220535E+02  -0.198182E+02   0.132805E+06   0.842750E+01
  1631   0.367354E+03   0.219986E+02  -0.202671E+02   0.132664E+06   0.837318E+01
  1632   0.366956E+03   0.219411E+02  -0.207118E+02   0.132523E+06   0.832032E+01
  1633   0.366591E+03   0.218811E+02  -0.211523E+02   0.132383E+06   0.826888E+01
  1634   0.366260E+03   0.218185E+02  -0.215883E+02   0.132243E+06   0.821882E+01
  1635   0.365962E+03   0.217534E+02  -0.220197E+02   0.132103E+06   0.817009E+01
  1636   0.365696E+03   0.216857E+02  -0.224464E+02   0.131963E+06   0.812263E+01
  1637   0.365462E+03   0.216158E+02  -0.228682E+02   0.131824E+06   0.807641E+01
  1638   0.365260E+03   0.215433E+02  -0.232848E+02   0.131685E+06   0.803137E+01
  1639   0.365089E+03   0.214684E+02  -0.236963E+02   0.131546E+06   0.798748E+01
  1640   0.364948E+03   0.213912E+02  -0.241024E+02   0.131407E+06   0.794468E+01
  1641   0.364836E+03   0.213117E+02  -0.245030E+02   0.131268E+06   0.790292E+01
  1642   0.364755E+03   0.212299E+02  -0.248980E+02   0.131130E+06   0.786216E+01
  1643   0.364702E+03   0.211459E+02  -0.252872E+02   0.130992E+06   0.782236E+01
  1644   0.364678E+03   0.210597E+02  -0.256704E+02   0.130854E+06   0.778346E+01
  1645   0.364682E+03   0.209712E+02  -0.260476E+02   0.130716E+06   0.774542E+01
  1646   0.364713E+03   0.208806E+02  -0.264187E+02   0.130579E+06   0.770819E+01
  1647   0.364771E+03   0.207879E+02  -0.267834E+02   0.130442E+06   0.767172E+01
  1648   0.364855E+03   0.206931E+02  -0.271417E+02   0.130305E+06   0.763598E+01
  1649   0.364965E+03   0.205962E+02  -0.274934E+02   0.130168E+06   0.760090E+01
  1650   0.365100E+03   0.204972E+02  -0.278384E+02   0.130031E+06   0.756645E+01
  1651   0.365259E+03   0.203962E+02  -0.281767E+02   0.129895E+06   0.753257E+01
  1652   0.365442E+03   0.202934E+02  -0.285081E+02   0.129759E+06   0.749921E+01
  1653   0.365648E+03   0.201885E+02  -0.288326E+02   0.129623E+06   0.746628E+01
  1654   0.365878E+03   0.200818E+02  -0.291499E+02   0.129487E+06   0.743372E+01
  1655   0.366129E+03   0.199732E+02  -0.294600E+02   0.129352E+06   0.740147E+01
  1656   0.366401E+03   0.198629E+02  -0.297629E+02   0.129216E+06   0.736945E+01
  1657   0.366695E+03   0.197508E+02  -0.300584E+02   0.129081E+06   0.733760E+01
  1658   0.367009E+03   0.196370E+02  -0.303465E+02   0.128946E+06   0.730584E+01
  1659   0.367342E+03   0.195215E+02  -0.306270E+02   0.128812E+06   0.727412E+01
  1660   0.367695E+03   0.194044E+02  -0.309000E+02   0.128677E+06   0.724235E+01
  1661   0.368066E+03   0.192857E+02  -0.311653E+02   0.128543E+06   0.721048E+01
  1662   0.368454E+03   0.191655E+02  -0.314227E+02   0.128409E+06   0.717843E+01
  1663   0.368860E+03   0.190438E+02  -0.316724E+02   0.128275E+06   0.714614E+01
  1664   0.369282E+03   0.189207E+02  -0.319142E+02   0.128142E+06   0.711353E+01
  1665   0.369720E+03   0.187962E+02  -0.321480E+02   0.128008E+06   0.708054E+01
  1666   0.370174E+03   0.186702E+02  -0.323738E+02   0.127875E+06   0.704710E+01
  1667   0.370641E+03   0.185431E+02  -0.325916E+02   0.127742E+06   0.701314E+01
  1668   0.371124E+03   0.184146E+02  -0.328011E+02   0.127609E+06   0.697859E+01
  1669   0.371618E+03   0.182848E+02  -0.330025E+02   0.127477E+06   0.694339E+01
  1670   0.372126E+03   0.181539E+02  -0.331956E+02   0.127345E+06   0.690746E+01
  1671   0.372645E+03   0.180218E+02  -0.333804E+02   0.127212E+06   0.687073E+01
  1672   0.373176E+03   0.178886E+02  -0.335569E+02   0.127080E+06   0.683315E+01
  1673   0.373717E+03   0.177544E+02  -0.337251E+02   0.126949E+06   0.679463E+01
  1674   0.374269E+03   0.176192E+02  -0.338849E+02   0.126817E+06   0.675512E+01
  1675   0.374830E+03   0.174831E+02  -0.340363E+02   0.126686E+06   0.671454E+01
  1676   0.375400E+03   0.173462E+02  -0.341794E+02   0.126555E+06   0.667282E+01
  1677   0.375978E+03   0.172085E+02  -0.343140E+02   0.126424E+06   0.662990E+01
  1678   0.376564E+03   0.170700E+02  -0.344402E+02   0.126293E+06   0.658570E+01
  1679   0.377156E+03   0.169308E+02  -0.345580E+02   0.126163E+06   0.654016E+01
  1680   0.377755E+03   0.167910E+02  -0.346673E+02   0.126032E+06   0.649322E+01
  1681   0.378360E+03   0.166505E+02  -0.347681E+02   0.125902E+06   0.644479E+01
  1682   0.378969E+03   0.165094E+02  -0.348605E+02   0.125773E+06   0.639482E+01
  1683   0.379582E+03   0.163679E+02  -0.349444E+02   0.125643E+06   0.634323E+01
  1684   0.380200E+03   0.162258E+02  -0.350197E+02   0.125513E+06   0.628995E+01
  1685   0.380820E+03   0.160833E+02  -0.350866E+02   0.125384E+06   0.623493E+01
  1686   0.381443E+03   0.159404E+02  -0.351450E+02   0.125255E+06   0.617808E+01
  1687   0.382068E+03   0.157972E+02  -0.351950E+02   0.125126E+06   0.611934E+01
  1688   0.382694E+03   0.156537E+02  -0.352366E+02   0.124998E+06   0.605864E+01
  1689   0.383321E+03   0.155099E+02  -0.352697E+02   0.124869E+06   0.599592E+01
  1690   0.383948E+03   0.153660E+02  -0.352945E+02   0.124741E+06   0.593110E+01
  1691   0.384573E+03   0.152219E+02  -0.353108E+02   0.124613E+06   0.586411E+01
  1692   0.385199E+03   0.150778E+02  -0.353189E+02   0.124485E+06   0.579490E+01
  1693   0.385821E+03   0.149335E+02  -0.353187E+02   0.124357E+06   0.572338E+01
  1694   0.386442E+03   0.147893E+02  -0.353101E+02   0.124230E+06   0.564949E+01
  1695   0.387059E+03   0.146452E+02  -0.352933E+02   0.124102E+06   0.557316E+01
  1696   0.387673E+03   0.145010E+02  -0.352683E+02   0.123975E+06   0.549433E+01
  1697   0.388283E+03   0.143571E+02  -0.352351E+02   0.123848E+06   0.541292E+01
  1698   0.388887E+03   0.142133E+02  -0.351937E+02   0.123722E+06   0.532887E+01
  1699   0.389486E+03   0.140697E+02  -0.351443E+02   0.123595E+06   0.524210E+01
  1700   0.390079E+03   0.139264E+02  -0.350868E+02   0.123469E+06   0.515256E+01
  1701   0.390666E+03   0.137833E+02  -0.350214E+02   0.123343E+06   0.506020E+01
  1702   0.391245E+03   0.136407E+02  -0.349480E+02   0.123217E+06   0.496518E+01
  1703   0.391818E+03   0.134986E+02  -0.348669E+02   0.123091E+06   0.486767E+01
  1704   0.392382E+03   0.133568E+02  -0.347782E+02   0.122966E+06   0.476786E+01
  1705   0.392938E+03   0.132157E+02  -0.346817E+02   0.122840E+06   0.466593E+01
  1706   0.393485E+03   0.130750E+02  -0.345778E+02   0.122715E+06   0.456207E+01
  1707   0.394022E+03   0.129350E+02  -0.344663E+02   0.122590E+06   0.445644E+01
  1708   0.394549E+03   0.127956E+02  -0.343475E+02   0.122466E+06   0.434925E+01
  1709   0.395067E+03   0.126570E+02  -0.342213E+02   0.122341E+06   0.424066E+01
  1710   0.395573E+03   0.125191E+02  -0.340879E+02   0.122217E+06   0.413087E+01
  1711   0.396068E+03   0.123819E+02  -0.339473E+02   0.122093E+06   0.402004E+01
  1712   0.396551E+03   0.122456E+02  -0.337997E+02   0.121969E+06   0.390838E+01
  1713   0.397021E+03   0.121101E+02  -0.336450E+02   0.121845E+06   0.379605E+01
  1714   0.397478E+03   0.119755E+02  -0.334834E+02   0.121721E+06   0.368324E+01
  1715   0.397923E+03   0.118418E+02  -0.333151E+02   0.121598E+06   0.357014E+01
  1716   0.398354E+03   0.117091E+02  -0.331402E+02   0.121475E+06   0.345692E+01
  1717   0.398770E+03   0.115775E+02  -0.329586E+02   0.121352E+06   0.334377E+01
  1718   0.399172E+03   0.114469E+02  -0.327706E+02   0.121229E+06   0.323087E+01
  1719   0.399560E+03   0.113174E+02  -0.325761E+02   0.121106E+06   0.311840E+01
  1720   0.399932E+03   0.111890E+02  -0.323755E+02   0.120984E+06   0.300655E+01
  1721   0.400289E+03   0.110618E+02  -0.321687E+02   0.120861E+06   0.289549E+01
  1722   0.400630E+03   0.109358E+02  -0.319559E+02   0.120739E+06   0.278542E+01
  1723   0.400954E+03   0.108112E+02  -0.317373E+02   0.120617E+06   0.267650E+01
  1724   0.401262E+03   0.106877E+02  -0.315128E+02   0.120496E+06   0.256893E+01
  1725   0.401553E+03   0.105656E+02  -0.312827E+02   0.120374E+06   0.246289E+01
  1726   0.401826E+03   0.104448E+02  -0.310470E+02   0.120253E+06   0.235855E+01
  1727   0.402083E+03   0.103255E+02  -0.308059E+02   0.120132E+06   0.225611E+01
  1728   0.402320E+03   0.102075E+02  -0.305595E+02   0.120011E+06   0.215573E+01
  1729   0.402540E+03   0.100911E+02  -0.303080E+02   0.119890E+06   0.205762E+01
  1730   0.402741E+03   0.997608E+01  -0.300513E+02   0.119769E+06   0.196194E+01
  1731   0.402923E+03   0.986256E+01  -0.297897E+02   0.119649E+06   0.186889E+01
  1732   0.403086E+03   0.975058E+01  -0.295232E+02   0.119529E+06   0.177863E+01
  1733   0.403228E+03   0.964022E+01  -0.292521E+02   0.119409E+06   0.169136E+01
  1734   0.403351E+03   0.953141E+01  -0.289763E+02   0.119289E+06   0.160726E+01
  1735   0.403454E+03   0.942421E+01  -0.286961E+02   0.119169E+06   0.152651E+01
  1736   0.403537E+03   0.931870E+01  -0.284117E+02   0.119050E+06   0.144929E+01
  1737   0.403599E+03   0.921489E+01  -0.281230E+02   0.118930E+06   0.137579E+01
  1738   0.403641E+03   0.911276E+01  -0.278305E+02   0.118811E+06   0.130618E+01
  1739   0.403662E+03   0.901241E+01  -0.275341E+02   0.118692E+06   0.124065E+01
  1740   0.403663E+03   0.891382E+01  -0.272340E+02   0.118573E+06   0.117938E+01
  1741   0.403643E+03   0.881699E+01  -0.269303E+02   0.118455E+06   0.112256E+01
  1742   0.403601E+03   0.872201E+01  -0.266234E+02   0.118336E+06   0.107036E+01
  1743   0.403539E+03   0.862879E+01  -0.263130E+02   0.118218E+06   0.102297E+01
  1744   0.403454E+03   0.853749E+01  -0.259995E+02   0.118100E+06   0.980573E+00
  1745   0.403348E+03   0.844804E+01  -0.256830E+02   0.117982E+06   0.943347E+00
  1746   0.403219E+03   0.836049E+01  -0.253636E+02   0.117865E+06   0.911478E+00
  1747   0.403069E+03   0.827479E+01  -0.250414E+02   0.117747E+06   0.885146E+00
  1748   0.402897E+03   0.819108E+01  -0.247167E+02   0.117630E+06   0.864535E+00
  1749   0.402701E+03   0.810928E+01  -0.243894E+02   0.117513E+06   0.849825E+00
  1750   0.402484E+03   0.802940E+01  -0.240598E+02   0.117396E+06   0.841201E+00
  1751   0.402244E+03   0.795151E+01  -0.237281E+02   0.117279E+06   0.838782E+00
  1752   0.401982E+03   0.787561E+01  -0.233944E+02   0.117162E+06   0.842440E+00
  1753   0.401698E+03   0.780171E+01  -0.230588E+02   0.117046E+06   0.851984E+00
  1754   0.401390E+03   0.772979E+01  -0.227214E+02   0.116929E+06   0.867224E+00
  1755   0.401060E+03   0.765994E+01  -0.223825E+02   0.116813E+06   0.887970E+00
  1756   0.400708E+03   0.759208E+01  -0.220421E+02   0.116697E+06   0.914031E+00
  1757   0.400333E+03   0.752629E+01  -0.217004E+02   0.116582E+06   0.945217E+00
  1758   0.399935E+03   0.746249E+01  -0.213576E+02   0.116466E+06   0.981338E+00
  1759   0.399514E+03   0.740080E+01  -0.210138E+02   0.116351E+06   0.102220E+01
